date|user_name|review|star
6 years ago|Karen L|-Collection of clothes is [personally] not pleasing. -The layout of things makes it difficult to move around. -Employees could not found anywhere when their help was needed.|1
7 months ago|siddharth salot|Rude staff, pathetic collection, over priced|1
a year ago|Michael Watts|While purchasing a white hoodie the cashier dragged it on the counter top so now theres blue pen marks on the back ...........|1
a year ago|jessica francis|Inefficient stuff, the female manager is extremely unhelpful with the refund issue,  super disorganized store management|1
9 months ago|Caio Callegari|You should really provide a toilet for consumers.|1
10 months ago|Riverside Terrace|Very slow customer service Store is a mess !!|1
4 years ago|Crystal Rojas|They suppose to close at 8:00 pm on Sunday and I went to the store about 7:00 pm and the security guy told me they were already closed|1
3 years ago|Sky Eno|I was seriously disrespected by a male employee. Better to just order online|1
9 months ago|John H|No chairs in that place.|1
6 years ago|Tom Avishai|Rude staff, bad quality of clothes. Keep away|1
3 years ago|lisa lovely|They always open the doors late!!|1
2 years ago|MIDNIGHT TALK|Stupid and disrespectful employee|1
6 years ago|Meirav Avishai|Look for another H&M 😐 …|1
a week ago|Collin Hongze Chen|They offer horrible service. They can’t refund with Apple Pay and the guy told me to get a temporary physical card from the Apple Store. But the guy lied because Apple Store doesn’t have such service. I will never buy anything from the H&M.|1
a week ago|Kjkjkj jm|Store manager assume costumers as liar|1
5 years ago|Eric PARIS|(Translated by Google) Lack of a lot of items and extremely unpleasant sellers  (Original) Manque de pas mal d’articles et vendeurs extrêmement désagréable|1
3 years ago|Stephanie Ma||1
a year ago|Joe Perla||1
10 months ago|Lauren Cartier||1
a year ago|Amilcar Umana||1
4 years ago|Jaye Ill||1
5 years ago|Osvaldo Cabral||1
a year ago|Cb6789||1
2 years ago|Joey M||1
a year ago|Cindy Krausser||1
11 months ago|a. marotto||1
4 years ago|Jorge Visbal||1
6 months ago|Andrej Pancik||1
3 years ago|Miss Lawson||1
3 years ago|Moshe Bar||1
3 years ago|Sam Anderson||1
2 months ago|J|They need to hang their long coats/dresses somewhere higher…. This is gross. Buyers, beware if purchasing long items like these. Otherwise, it is a decent H&M with a large selection of items, and a great team of employees.|2
6 months ago|pranitha r|This place has a really good collection on a random day and no good collection at all on other days. Considering that this place is always crowded and billing line is always huge, they don’t have staff on the first floor for billing ok weekdays which makes it look like it is crowded all the time|2
8 months ago|Gregory J|Long wait in line even with 4 registers open. Same as Zara down the street. Be prepared to wait. The mostly Gen Z workers just move extremely slow and unmotivated. Asked for a bag, she forgot to give me one, and then bowed to me Buddhist style and got it passive aggressively. Weirdest interaction I've ever had in a store.|2
8 months ago|Tatiana Simonova|"Extremely rude and unhelpful staff working in the fitting rooms. Also, it's impossible to go there with friends to see wheather things look good on them or not because ""it's not allowed to go into the fitting rooms area"", which is weird coz it's allowed in pretty much every single HnM I've ever been to."|2
5 years ago|Tanya Circosta|Only went in here for a few men's tees. It was so crowded you could hardly move and huge lines for the fitting rooms.  Clothing racks are over-flowing and crowd the entire store, so not much room to move through the store, so good for a quick in-out visit, but wouldn't be very relaxing to actually browse around.  Got the tee's we needed though.|2
8 years ago|Jon Silver|Sure it's big, and has a great range, but the floor service was dismissive and unhelpful, and the checkout service was appallingly slow, and the girl just stuffed the clothes into a bag without even folding them. But to be honest she was much more interested in joining her colleagues in conversation about anything but what was happening in the store. H&M needs a secret shopper to kick the backsides of these lazy staff and protect the brand.|2
7 months ago|Kate Goldberg|Chronically understaffed and extremely hot and humid. I almost passed out waiting in line to check out.|2
5 years ago|Cory Stasko|If you need clothes that are moderately overpriced, this is a fine choice. But generally the culture and values that they project seem to emerge from this sad combination of mindless fashion, body shaming and copratism. And one can only assume that any money you spend there will go towards advancing those unfortunate values.|2
6 years ago|Luli Ramirez|I like this store because they have children cloth, but I had several problems here, like they left the alarm tag on several times and they didn't put all the items in the bag (that happened to me twice, once I paid for a shirt which wasn't in the bag and another time I thought I'd bought  a shirt, which wasn't in the bag when I got home... so many mistakes here!|2
8 months ago|Angie Lee|It was crowded. The place was a disaster and the workers were stuck up and rude.|2
3 years ago|Donovan Skepple|The selections are amazing but the customer service is horrible. Everyone acts as if they have something better to do than assist customers|2
3 years ago|Joseph Saucier|So sad Mens collections are very (Gappy) So generic. Repeat repeat.  So Gap. Please bring fashion back. Forward, trends, and design.😫😫😫😫😪😪😪😪😪😪🤞🤞🤞 …|2
a year ago|Kaelan Cooter|Never enough fitting rooms, men selection is sparse as hell|2
2 years ago|Thomas Keenan|Associate  at check out , seem , not interested. No thank you , nothing!|2
a year ago|Sho Szczepaniuk|The men’s options here is really small|2
4 years ago|Iñigo Lorente|Messy organization. Limited variety of sizes and products. Bad service|2
4 years ago|Rebecca Monaghan|No real method to where things are placed..2 floors of disorganization|2
6 years ago|Angel Bautista|Sales associate not aware of actual discounts|2
4 years ago|Cris Barry|Nice price but racist employee|2
3 years ago|Beem Gaming|Mediocre, expensive clothing.|2
5 years ago|Daniel Malonson|Expensive|2
5 years ago|Jonathan Zandberg|What a mess...|2
6 years ago|Ryn Hamilton|Junky|2
3 years ago|Adriana Quintas||2
4 months ago|Pamela Martin||2
5 years ago|inno||2
3 years ago|Riddz Padte||2
4 years ago|ronak agarwal||2
5 years ago|lorenzo salvi||2
4 years ago|Mo Farah||2
3 years ago|Kinga Bojarczuk||2
a year ago|Sebastian “Ga-ho” Luu||2
5 years ago|Lyric Smith||2
5 years ago|Garret O'Connor||2
2 years ago|Finese Leoni||2
5 years ago|Rebecca R||2
a month ago|Sindy|Just heads up they don’t do price match so if you’re looking for something in store might have to go somewhere else or order online|3
7 months ago|Telan Niranga|Visited to see some home decors in H&M and this only has very limited options. You cannot find lots of varieties, however, what they have is really beautiful.  Can find payed parking around the building for 2 hour from Mon to Sat(Sunday is free).|3
a year ago|Daisy Mendez|Hnm is the main location for work clothes and business casual clothes.  However it seems like they have less and less clothes out. There's usually only 1 maybe 2 registers open so be prepared to wait. That goes for downstairs as well. They have a huge children's section but for women good luck trying to find your size. Still a great store to find clothing but its more like a needle in the haystack.  I wish they never closed the downtown location.  That location made sure to have a wide range of items and don't bother trying Cambridge location they don't have much either.|3
6 months ago|Melanie L|Just a regular h&m, a little bit messy. Nice but not enough employees, long queue.|3
a year ago|Endrina D|I think the clothes is good, but the pants are way too long and the petite size is only available over the website. I ask this girl and notice that they do help the guests but have this kind of rude attitude. Even though I love the clothes, not too much luck for me in this occasion. COVID safety: everyone wears a face mask (staff and guests), didn't see any signs of bathroom open or antibacterial available.|3
3 years ago|Sarah Watanabe|They had a decent selection of clothes for both men and women in terms of styles and pieces but they dont have a good size range on the plus size end. The biggest size they have in shirts is 14 which, while fitting in some areas.. didn't fit in other areas (intentionally vague). Store is two story and the staff is friendly but don't always take the initiative to ask if you need help. This is not always a bad thing as sometimes you want to peruse without having to talk to anyone.|3
4 years ago|Lauren Madigan|Clothes are alright quality for the price, some articles are more fairly priced than others, some are just awful quality. Gotta try stuff on! Overall a ton of inventory to choose from. Checkout and dressing room lines tend to be long and move slow, depends on which employees are working and what hour of day you go.|3
5 years ago|Sam Zarakovich (sonic shadow gaming)|The store has a great selection of clothes at a high price though. The colors are not exactly unique in their range of avalibtes. Although their clothing patches are fun and cute. Their range of accesories are low to midrange at best.|3
10 years ago|Meet the birds Life in a small house|The store had a lot of clothing to look at however the racks were really close together making it very had to move around in the store. The fitting room on the top floor had a huge line. The fitting room on the ground level had no one in it.|3
2 years ago|Forrest Walter|This is a fantastic location.  Much better than the dwntwn xing store.  The threads are still  young and hip but the store grew up.|3
a year ago|Jason Braga|It's hit or miss with location. The lines' current season of fashion are kind of mediocre. Cambridge Side has better sales.|3
5 years ago|Exlus Bennett|Women's, men's, children's clothing styles. Many very good looks. Housewares too! Very surprising variety.|3
a year ago|Charlene Byrne|It's ok..just know what your looking for and you'll be fine.|3
3 years ago|Francy Araujo|I like of these stores, but this one in Boston expose the clothes with wrong prices for our surprise at the register.|3
4 years ago|Dayan Lopez|The lighting was great, those boston prices not so much.|3
6 years ago|Andrew N|Very clean and packed clothing store. Has entrances from both Newbury and Boylston st|3
3 years ago|Waleed 'Baqir' Riaz|It is always difficult to find what you are looking for. Probably the fashion is limited and does not get rotated that much...|3
6 years ago|Chris Schutte|Good for what it is. They try to shove a little too much into the space they have though.|3
6 years ago|Krystal Dong|Not much customer service and the staff don't really know their stuff.|3
6 years ago|Bevin|They seldom have enough folks working behind the registers so the lines are super long.|3
6 years ago|Edward Lague|Good products considering price. Abismal customer service|3
3 years ago|Jasir Calderon|Quality of clothing has definitely changed.|3
5 years ago|Luise Charlotte Petzold|I've seen better stores, but it's Okey.|3
4 years ago|Sarah Feeny|Always crowded.  But nice clothes.|3
5 years ago|Hazem Mansour|Shopping average quality for reasonable prices|3
5 years ago|Kat O'Brien|It's got clothes. The shelves are a mess|3
3 years ago|Mara Socolovski|There were not too much variety...|3
a year ago|Kosar Khan|Great variety|3
6 years ago|W A|Lines moved a bit slow when I was there.|3
5 years ago|Shawn Jin|Too small of selection for men|3
5 years ago|Shigeki Miyake-Stoner|Staff are pretty unfriendly.|3
6 years ago|Brandon Healy|Large but somewhat disorganized|3
4 years ago|Heather Pead|No athletic clothes.|3
6 years ago|Richard Saylor|Good H&M|3
7 years ago|Bryan Sequeira|Cheap European diggs!|3
5 years ago|lucia oliveira|Messy and a little dirty.|3
6 years ago|John Baggott|Just another H&M|3
4 years ago|Chase|Helpful staff|3
4 years ago|piero zucchelli|Standard and standard|3
a month ago|Kit Parker|It's retail on Newbury Street.|3
3 years ago|Janaina Lucena|(Translated by Google) The store is great but the attendants leave too much to be desired. Nothing courtesy. But it has great prices.  (Original) A loja é ótima mas os atendentes deixam demais a desejar. Nada de cortesia.  Mas tem preços ótimos.|3
3 years ago|Mônica Simões Rocha|(Translated by Google) The store was messy, good price  (Original) A loja estava bagunçada,  preço bom|3
5 years ago|Celeste Karen Domínguez González|Precios caros y ropa basica  (Translated by Google) Expensive prices and basic clothes|3
2 years ago|Ulf Palm|(Translated by Google) Disinterested staff  (Original) Ointresserad personal|3
3 months ago|msvs akhilsharma||3
2 years ago|Elizabeth Vongvisith||3
5 years ago|Villi Festo||3
3 years ago|Marc Doutherd||3
3 years ago|M N||3
2 years ago|MOHAMMAD SAHIL RAJ||3
4 years ago|Andrea López||3
5 years ago|Laith-samael Haidar||3
4 years ago|Gilad Marom||3
a year ago|Stefano Sol||3
5 years ago|Frank M||3
4 years ago|B Solo||3
4 years ago|Ernesto Powell Jr||3
11 months ago|M H T||3
a year ago|K Verb||3
2 years ago|Eliana Oliveira||3
2 years ago|Trupti Raut||3
3 years ago|Kombada Mhopjeni||3
6 years ago|Jana Scholten||3
5 years ago|N Pham||3
4 years ago|Sarah Marino (Sarah Abravanelli)||3
3 years ago|Knox R||3
a year ago|SHyun Jo||3
4 years ago|Marquisa MURPHY-GLOVER||3
4 years ago|Øyvind Johannessen||3
4 years ago|Jasmin Perez||3
2 years ago|Donna Donna||3
3 years ago|Sal Jafar||3
5 years ago|Elizabeth Burkard||3
4 years ago|Galilé Tv||3
4 years ago|Jack Forest||3
4 years ago|Piotr Gherm||3
6 years ago|Bishman D. Blanchard||3
5 years ago|Lumumba Kamguia||3
4 years ago|Avia Jasmin Bar||3
2 years ago|Peter Crary||3
5 years ago|M Khalid||3
3 years ago|Surabhi Suresh||3
3 years ago|Elise Borenstein||3
5 years ago|Kathy P||3
5 years ago|Simone Compassi||3
2 years ago|Soham Dasneogi||3
5 years ago|Anna sol - (_)||3
3 years ago|Ada Gnessi||3
5 years ago|Kumi Saito||3
3 years ago|Jacob Publicover||3
2 years ago|Aarsh Patwa||3
3 years ago|Meenakshi Shinde||3
3 years ago|Asanga Bandara||3
5 years ago|Joannie Fung||3
4 years ago|Kit Johnson||3
6 years ago|Timothy Wong||3
3 years ago|Klot M KlengDong||3
5 years ago|Marcelo Jaeggi||3
4 years ago|YOUSUF ALOBEIDLI||3
6 years ago|Raffaele Guida||3
6 years ago|Nabeel Khan||3
4 years ago|Megan N (Meganfallsdown)||3
4 years ago|James Smith||3
3 years ago|Eliza McKerrow||3
a year ago|Rabail Baig||3
3 years ago|Melissa Maynard||3
3 years ago|Rohan Magare||3
3 years ago|SKKP||3
5 years ago|Lenis Vera||3
4 years ago|A Google User||3
2 months ago|Kealita Demary||3
5 years ago|Helen Darling||3
4 years ago|Eric Thee||3
5 years ago|amanda maslowski||3
3 years ago|shuyi wu||3
5 years ago|Angeliki Brouard||3
a year ago|Vineet Reddy||3
4 years ago|Jay S.||3
4 years ago|Danish S||3
a year ago|Angi Foster||3
3 years ago|Raj patekar||3
5 years ago|Thomas Rhomberg||3
5 years ago|Chris N||3
4 years ago|Erick Gomes||3
6 years ago|Louis Figueroa||3
5 years ago|Gareth Dsouza||3
3 years ago|George Papavassiliou||3
3 years ago|rob finlayson||3
2 years ago|RoRo||3
9 years ago|Oliver Clark||3
3 years ago|Ray Gilette||3
6 months ago|Rahul Kande|I'll find a lot of good deals on sale. There is a wide collection of merchandise including formal wear.|4
a month ago|Madeline M|H & M has just what you need if you are into the 2000s aesthetic or need practical clothing. Although, the quality is not great. This store is great for new trends but it doesn’t last a long time.|4
4 months ago|oo-|Nice kid's clothes selection|4
5 years ago|James Jumper|I love the location. The prices are great.  The selection for plain Ts and the basics is all the same. But I prefer the Men’s wider selection at the H&M at the Cambridgeside Galleria.|4
5 months ago|Michael Chunko|The men's selection is small, but what is there is well organized and there's a good clearance section|4
a year ago|Anastasia Yefremova|I feel like the target-demographic has gotten younger based off the clothing available. There used to be more professional options in the women's section, especially, now everything seems to skew younger (teen, possibly undergrad college). I feel like the men's side is better stocked for a young professional than the women's side, which I'm disappointed about.|4
6 months ago|Michael Currie|Lots of stuff my kids wanted... dressing rooms were packed!|4
2 months ago|Prashant Singh|Good place to buy clothes|4
a year ago|Demichael R.|This place is usually packed. Clothing is mostly in place and nicely grouped in their proper sections so it's not terribly hard to find things. What you see on the floor, as I'm told by the employees is everything they have so if you don't see your size you're generally out of luck.|4
3 years ago|Daya Puls|H&M I like this store/chain. Decent clothing, good prices, usually lots of color. And a colorful place, too. Unfortunately for me, I have expanded beyond their size range. I still think you should check in..|4
5 months ago|James Toubia|A little disorganized but overall decent|4
3 years ago|Lise Addison|Always love an H & M.! Can always find something that strikes my fancy and won't even scratch the surface financially. More importantly, service is good. There is never a long wait. Thanks H & M!|4
3 years ago|dhanya raj|Good deals with blouses. I went in to check out their fitted blazers but they were a little oddly shaped though the suits said petite ( I'm a petite person).|4
7 months ago|Kiley Bates|Love the home department, just wish there was a larger selection|4
5 years ago|Shi|A pretty decent H&M. There are two floors, mens in the first floor and womens and kids in the second floor. The sales here are pretty subpar, and the racks tend to get pretty messy during the busy hours. Try to come early to beat the crowds, or you'll have to wait in line for at least 20 minutes to try on clothes, and then to purchase them.|4
5 years ago|Jess M|It's a big H&M with a lot of concepts. Modern Classic, Divided, Everyday, Kids, Conscious Collection, Trend, Men's, and even Home... And they will defintely stock special collections when they come out. I'm probably missing some since I don't really shop there anymore but if you're an H&M fan, you'll love this store.|4
10 years ago|Folu Akinkuotu|Even though this is a somewhat large store, the staff usually does a decent job at keeping it tidy. There are far too many racks and tables jammed into the space, so navigation can be a hassle, but the sale section can't be beat.|4
9 months ago|Eitan Shkap|Great selection, but long checkout lines|4
4 years ago|Michael|I’m not a particular fan of H&M, but I do find something worthwhile from time to time. This H&M is the largest I have seen to date and has a massive selection. Definitely worth stopping in if you have the chance.|4
6 years ago|Isabel Reinhold|Love the size of the store ! It contains way more than a normal store has and it has a huge men's and home section. The only downside is the long lines at the cashier; they never seem to have enough staff available.|4
5 years ago|David Khorram|Good place to get all you need for your home and clothing|4
3 years ago|Patricia Magby|I like the selection they have here and the deal are great. the custmer service is ok. I wish they would be more welcoming when you enter the store or something. Its cool though|4
6 years ago|Julia Bravo|Great options for cute clothes! Really good prices. Certain racks are really crowded so it's hard to get clothes off of them|4
4 years ago|Christopher Lee|It is comfortable to do clothing 3shopping because the store is spacious and has plenty of products. But H&M HOME doesn't has much products.|4
6 years ago|Ufon Brown|It's small for an H&M and the selection isn't that great but it's still a good store and they have some amazing deals from time to time.|4
4 months ago|Divakar Jain|One of the bigger H&M stores.|4
3 years ago|전예헌|Large selection of clothes. Mens in the first floor and womens and H&M home on the 2nd floor. Surprised to find that there is a H&M home section.|4
a year ago|Lital Asher-Dotan|Great clothes but busy lines! People are not social distancing on a busy Sunday afternoon there|4
6 years ago|Timea Szabo|This is a huge store and usually in decent shape. (Far better than the downtown location) The Home and Men collection both worth a visit.|4
5 years ago|Grace W|Some good 100% cotton quality tops and I like their recycling old clothes to get discount program|4
5 years ago|TheSebastian130|Great selection of essentials, good if you need a quick closet update or you want a trendy piece for a cheap price.|4
4 years ago|Richa Shukla|Cheap and best.. good clothing options.. collection of formal wear although not so great!|4
3 years ago|Shannon H|Awesome store! Can find fast fashion pieces at a good price.|4
10 years ago|Aly Ward|Somewhat clean and very claustrophobic. Well organized store. Friendly employees. Great service.|4
5 years ago|Fauzia Husain|Great clothes, great prices, excellent location. However, not very well organized|4
9 months ago|Ειρηνη Πυθαμιτση|Good selection and great location|4
5 years ago|Mikaela McGee|Two stories gives room for a lot of clothing options. And they have home goods at this store as well.|4
6 years ago|Roi Baron|Nice branch. a big selection and it has a home department which is nice. Good location as well.|4
5 years ago|Rory O'Neill|Good selection but it's over picked so you won't find much late in the season.|4
5 years ago|Catherine Vasquez|Affordable European style. The store is usually organized so is easy to find what you are looking for!|4
5 years ago|Mason M|Newly renovated two floor store. Always packed so be prepared to wait in line.|4
4 years ago|Devan Herron|Smaller than normal store, but very helpful staff|4
5 years ago|Tashene St. Lewis|Nice store, clothes were reasonably priced|4
2 years ago|Sakshi Sailekar|Has amazing collection. Sales are must visit.|4
4 years ago|Veena Iyer|Staff is quite rude .... Cambridgeside h&m staff is far more helpful and courteous.|4
4 years ago|Flora Konz|Good basics! Also love the accessories. Nice salespeople.|4
4 years ago|John Gillette|Great place to pick up socks underwear a cool sweater|4
4 years ago|C S|Large store with multiple levels. Very clean, no bathrooms for public although.|4
7 years ago|Andrew Brown|Decent deals and a full room of H&M Men selections!|4
5 years ago|lucas calestini|Good location for H&M in Boston. One of the largest in town and with good selection|4
6 years ago|Adriana Acosta Rodríguez|Good selection, update collections. Although weekends can be messy .|4
5 years ago|Andrew J Park|Flagship store,  friendly staff,  large selection for great prices.|4
3 years ago|Noora|Standard H&M store, big selection plus H&M Home line.|4
3 years ago|Katie Goody|You can bring clothes there or fabric and get a 15% discount.|4
5 years ago|Alison Kan|Great selection of women's clothing.|4
6 years ago|Cristina Balsà|The only average shop in this street, well equipped.|4
6 years ago|Ehsan RahimiNasab|You can find great sales here!|4
6 years ago|Zack Zebrowski|Love the clothes, good price!|4
7 years ago|Puneet Nayyar|Good location. Decent clothes|4
6 years ago|Julia P|Unlogic placement of goods, but if  you have more time you can find there something for you|4
7 years ago|Kevin Bay|Large H&M with good collection and friendly staff.|4
5 years ago|Sandro Consoli|They have something for everyone. Inexpensive.|4
2 years ago|Shibya Pandey|This store has H&M kids and H&M home as well.|4
a year ago|Dario Camacho|Good stuff, good price!|4
7 years ago|alper koker|Very large H&M around this area, And also lots of options|4
4 years ago|Liam RBG|Good place for youth clothes|4
7 years ago|Shashank Maniar|This store in particular is a good experience.|4
3 years ago|Michael Bojanowski|Always running out of medium sized.|4
3 years ago|Sebastian Sal|Pretty nice store!|4
4 years ago|Charlene Byrne|A great place for lingerie...|4
7 years ago|James Neville Rolstone|Great men's selection|4
6 years ago|Simon Tacvorian|Very affordable clothing|4
5 years ago|GERONIMO G|Nice place for a good shopping.|4
10 months ago|Oyun-Erdene Altan-Ochir|Only H&M i  Boston area|4
6 years ago|Calvin C|Big, organized and pretty clean|4
5 years ago|Anna Impastato|Brand names for less! No kidding!|4
3 years ago|sweya gaddam|Friendly staff and many options|4
3 years ago|Aryan Patidar|Nice Collection and Price...|4
6 years ago|Clint Haris|Inexpensive fashion with a euro flair|4
5 years ago|L P The Whisky Lady|H&M underwear rocks. Lol.|4
4 years ago|joey gray|Very nice|4
5 years ago|Yasine LAKHDARI|Good discounts in Thanksgiving|4
5 years ago|jay bub|Always a universal store to shop|4
7 years ago|Umang Gala|Good clearance sale|4
a year ago|John Ruffino|Great bargains|4
4 years ago|Russell Bisesi|Decent prices.|4
6 years ago|Lucas W|Good customer service|4
6 years ago|Juan Gonzalez|Very helpful people here!!!|4
3 years ago|Raeann|Ooooo fancy|4
3 years ago|Bruna Faccini|Great options|4
a year ago|Mhmd 4131|Create|4
5 years ago|James Bedford|Good|4
a month ago|Axel Lago|Mucha oferta y buenos precios  (Translated by Google) Lots of offers and good prices|4
4 years ago|Leandro Martins Vieira|(Translated by Google) Swedish chain that offers good prices and good quality. A thousand times H&M at any Forever 21. I bought underwear and socks there for the next 10 years.  (Original) Rede Sueca que oferece bons preços e qualidade boa. Mil vezes a H&M  a qualquer Forever 21. Comprei cuecas e meias lá para os próximos 10 anos.|4
3 years ago|Ivana Lauritsen|Lugar bien ubicado y grande. No me convenció la mercadería. Los saldos eran Espantosos y no había la calidad que tiene esta cadena en Europa  (Translated by Google) Well located and big place. I was not convinced by the merchandise. The balances were appalling and there was not the quality that this chain has in Europe|4
2 years ago|Alechka|(Translated by Google) Big HM, you can always find something. Too bad the fitting rooms are still closed.  (Original) Большой HM, всегда можно что-то найти. Жаль только, что примерочные до сих пор закрыты.|4
4 years ago|yanet miranda|Encuentras ropa para todo tipo de reunion los precios bastantes accesibles buena ubicacion trato adecuado.  (Translated by Google) You find clothes for all kinds of meetings, the prices are quite affordable, a good location, adequate treatment.|4
4 years ago|Lorenc Liko|(Translated by Google) Centrally located in Boston in a beautiful building with plenty of clothes and helpful staff.  (Original) Κεντρικά βρισκόμενο στην Βοστόνη σε ένα όμορφο κτίριο με αρκετά ρούχα και εξυπηρετικό προσωπικό.|4
6 months ago|Claudia ARCOS SALAZAR|Demorado para poder pagar  (Translated by Google) Delayed to pay|4
5 years ago|özgür yılmaz|(Translated by Google) Nice but a little messy. Sometimes you can't find another shoe in a shoe  (Original) Guzel ancak biraz daginik. Bazen bir ayakkabinin diger tekini bulamayabilirsiniz|4
4 years ago|Rita de Cassia|(Translated by Google) Good price and great quality clothes!  (Original) Preço bom e roupas de ótima qualidade!|4
4 years ago|Taras Legar|(Translated by Google) Nice store for casual clothes  (Original) Хороший магазин одежда в стиле кэжуал|4
5 years ago|Marvin geovany Esteban lopez|Buena ropa y a un precio moderado ..  (Translated by Google) Good clothes and at a moderate price..|4
3 years ago|Eduardo Teper|Ropa de calidad media precios moderados  (Translated by Google) Medium quality clothing moderate prices|4
5 years ago|Elisabete Gomes Maia|(Translated by Google) Good price  (Original) Preço bom|4
5 years ago|Guillermo Fischer|Buena calidad y precio.  (Translated by Google) Good quality and price.|4
4 years ago|Natasha Gutiérrez|Muy completo, con parte para el hogar  (Translated by Google) Very complete, with part for the home|4
4 years ago|Horacio Rios|Buen lugar y buena la cerveza!  (Translated by Google) Good place and good beer!|4
3 years ago|Emilia Bianco|Buenas ofertas  (Translated by Google) Good offers|4
3 years ago|Som Tawisook||4
3 years ago|Estela Poggio||4
5 years ago|Praveen H V||4
7 months ago|Tait Galbraith||4
6 months ago|goutham sekharamantri||4
4 years ago|Kenneth Alvarado Zayas||4
5 years ago|Sandra Danso-Bamfo||4
2 years ago|Noel Gamez||4
3 years ago|Akash G||4
3 years ago|Bhavya Haridas||4
4 years ago|Luiz Pimentel||4
4 years ago|Mikko Mäkinen||4
3 months ago|fathmath neesha||4
5 months ago|Algerien Melbekri||4
5 years ago|Sakir UNSAL||4
3 years ago|Shuang Wang||4
3 years ago|Jaime Betancur||4
3 years ago|Nima Kazemi||4
5 years ago|Dennis Zeh||4
2 years ago|Javier Ferrer||4
4 years ago|sara alyasin||4
6 years ago|Aidan K||4
2 months ago|Sofia Villa||4
5 years ago|Armin Akhavan||4
4 years ago|Tori Arnold||4
5 years ago|Jeffrey L.||4
5 years ago|Cira McAloon||4
3 years ago|Aliya Omarkhanova||4
5 years ago|elango govindan||4
4 months ago|Aiden Dever||4
3 years ago|Marion||4
5 years ago|Ksenia Gorbachenko||4
3 years ago|李辰濤||4
5 years ago|Jocelyne J||4
2 years ago|Diksha Desai||4
4 years ago|Karen Villacis||4
5 years ago|Thy Truong||4
4 years ago|Naif Alfaleh||4
8 months ago|Veena Elizabeth Laji||4
6 years ago|jeff||4
2 years ago|Nam Kim||4
2 years ago|Namita Mahindrakar||4
2 years ago|Faeze Safari||4
4 years ago|Emily Markley||4
a year ago|Snehith Kota||4
a year ago|Sarthak Kotecha||4
4 years ago|Edwin Castillo||4
