date|user_name|review|star
4 years ago|anpanman|I loved the place a couple years ago but something changed, no it wasn’t the prices or the service. Something just felt off as if something or someone was missing, i can’t very well put my finger on it.. But i definitely miss whatever it was. I will admit some of the sales associates are amazing and they provide great service! Even when it gets busy the employees definitely know how to work under pressure delivering great customer service, at a very efficient rate! & they got rid of divided grey for men..|2
7 months ago|Vishal Pansheriya|To much expensive but less quantity.  Can't find good quality wearing|2
3 years ago|ARUN CAN|Not really the tidiest of H&M you might find around. The cloths are all mixed up and is really difficult to find a particular type. Being in Vaughan Mills makes it more crowded. Visit an H&M at a nearby mall near you and you can find what you are looking for much easily.|2
3 years ago|sanjay p|Stood at cashier while two employees walked right past me. A third employee came and said cash was closed. How about a sign? How about acknowledging a customer and saying this cash is closed but someone can help you at another cash. I left without  buying..|2
4 years ago|Zsófia Halmai|Nothing special, only one of the hundreds of H&M locations. Used to have good deals as it's in an outlet mall but those good old days are gone...|2
a year ago|Kenneth Potato|It’s cheap retail I get it, but at least take the security tags off my clothes I bought ☠️.|2
2 years ago|Arwa Abbas|No good sales and choices for boys clothing. Nevertheless, customer service was very good.|2
11 years ago|Chris Smart|Hated it. Some good stores but the people that go here. omg|2
2 years ago|Eileen Pan|They downsized their area of kids fashion, probably due to covid|2
3 years ago|Ceacto Ceava|Customers need to take pride and not throw the merchandise on the floor.|2
2 years ago|Gifty Riverson|Not cheap better online|2
2 years ago|Mahir Dheendsa|After covid, poor choices|2
3 years ago|A O|Don’t like the stuff.|2
11 years ago|Chris Gerow|Terrible washrooms|2
a year ago|Agnes Callores||2
3 years ago|R Y||2
3 years ago|Abdullah Al Zubair||2
9 months ago|Nabeela Nushaira Rahman||2
2 years ago|Zivko Maurovic||2
4 years ago|Fenton Kwok||2
a year ago|Patrick Oh||2
2 years ago|valrie simmonds||2
3 years ago|Maggie Zhang||2
a year ago|Vaibs (Vaibz)||2
3 years ago|Poonam Rattu||2
4 months ago|Arsh Sran||2
4 years ago|Ra So||2
7 months ago|Thomas Ricci||2
a year ago|kerwin Cyrus||2
4 years ago|Safia Murtaza||2
4 years ago|Dhiraj Gupta||2
3 years ago|Brew||2
3 years ago|Altaf Patel||2
4 years ago|Faisal s||2
2 years ago|Maryam Ojani||2
a year ago|Josh Castillo|H&M at Vaughan Mills is a decent store to visit when looking for mens or womens apparel. The quality of clothing is not the best but fair for the price points. The store follows Covid-19 protocols and ensures everyone has a mask. The store is somewhat clean and organized. I'd recommend visiting other apparel stores but H&M is good enough as well.|3
4 months ago|Yousuf Meer|This place is good for shopping.  Specially the kid's section.|3
2 years ago|Najeeb Ashraf|Well, quite a decent collection for winter. Could have been better for women. However, the overall collection from spring and summer perspective is definitely a thumbs up.|3
2 years ago|Divyang Malvi|Big posters of huge discounts outside but very small portion of clothing was on sale with discount and even that looked old. I understand that it was because of COVID situation but still other brands had better selection.|3
4 years ago|B DV|I had a fair experience. The staff was friendly. My husband and I  were shopping for dress shirts for him. There was not a huge selection compared to the one at Eaton. Decent enough.|3
4 years ago|Paul S|Noticeable decline in the quality and style of clothing, everything seems to going to sweats, hardly any dress clothing like before. They are losing ground to their main competition ZARA. The staff are non exists except for a cashier and a couple folding clothes. Definitely not what they used to be, this should be a wake up call for H&M.|3
a year ago|R L|Store was organized, just can't seem to justify spending money at this store when there is a Uniqlo in the same mall|3
a year ago|Diana Simony|Regular store. Unfortunately they don't let you  go in with your kid to try on clothes... I won't come again.|3
3 years ago|ramona taharally|Bigger store, good selection & the usual prices.  Not to busy, parking easy.  Nothing special, no higher end style lines like downtown.|3
a year ago|Valentina Sandhu|Their kids clothes looks pretty much the same as 4 years ago. Nothing special.|3
3 years ago|l ferris|An inexpensive way to stay within trend. Very crowded; but worth it for inexpensive trendy basics. The quality here is definitely mixed.|3
2 months ago|Sayed nader Shah|It is nice store|3
4 years ago|Moulat التبركيك|I ise to loove H&m clothes but now i don't know what happend nuthing nice and the prices is so much even they have salle|3
2 years ago|Floyd Hodges|I called costumer service to put a pair of linen shorts on hold which i was told they have Took the Tole hwy got there and they didn't have no shorts for me|3
a year ago|Okelo|Good range of color of clothing, but not much for the men section|3
a month ago|Marcello Serpe|its ok|3
2 years ago|Vinay Yelavarthi|I don't see much collections in vaughan mills store. I would say visit Yorkdale or Eaton centre|3
7 months ago|David Collins|Some good priced items|3
2 years ago|Greg Greg|Nice store just wish there was better guy selection there for better price.|3
5 years ago|Shoval Solo|Nice big store but no A/C and it is too hot|3
a year ago|Nikki Huntley|Cashier forgot security tag  on my daughter's shoes.|3
3 years ago|Re Cha|Good prices but mostly not very good quality! Also items are not true to size most of the times!|3
3 years ago|Abdul Ala|Vaughan Mills location of H&M had good varity of clothing and staff is helpful|3
8 months ago|Hari Krishnan P|Good one for kids. .|3
a year ago|Desmond Sze|Did not find anything right with price.|3
6 years ago|nick knickle|The store doesn't really interest me it's just meh maybe other people would like the style of this store|3
8 months ago|Abrahim Farah|Clothes quality is getting worse|3
7 years ago|Rena Tabata|Located in a big mall, great place to buy basic clothing.|3
3 years ago|Osayande Agharese Vivian|They have nice stuff at affordable prices|3
a year ago|Nadia Ra|Lots of sale going on mostly large sizes are left|3
3 years ago|Angela Best|Its an h and m.... Not organized at all so hars to shop|3
3 years ago|Aman Saini|SOME SALES PERSON IS NOT SUPPORTIVE , EVEN THEY ARGUE WITH EACH OTHER IN FRONT OF THE CUSTOMER,I THINK MANAGEMENT HAVE TO DO SOMETHING ..|3
5 years ago|J K|Their clothing type is really a bit of a mess. Nothing for tall people.|3
2 years ago|Nitin|Not a good sale..no new variety..|3
3 years ago|Fatima Batool|You can find modest clothing here|3
4 years ago|Maria Carmen Yanez|A few years ago price and quality. Now.....|3
7 months ago|Jash Chem|Good|3
6 years ago|Jenn Yung|They need more mirrors and fitting rooms at this location.|3
2 years ago|Debora Nicoletti|Customer service could be better|3
3 years ago|Andrew Denney|Men’s cashier was impolite!|3
a month ago|Eagle Learn|go shopping|3
a year ago|Woojin Chun|There is a low in a stock|3
2 years ago|Yadwinder Singh|Ok|3
3 years ago|Hemant Taware|Ok|3
3 years ago|Sundeep Thakur|Decent collection|3
3 years ago|Ahmadreza Amidi|To item to select.|3
3 years ago|Kuks Nes|Okay|3
3 years ago|Darshan Kakadiya|Huge collection|3
2 months ago|Anders Ross|The stores have been refreshed but the Men's Line is not as good & lacking quality offerings.|3
a month ago|Hala Massara|(Translated by Google) I don't like their goods  (Original) لا احب بضائعهم|3
3 years ago|Inga Romanenko|(Translated by Google) I was looking for clothes for my teenage daughters. Unfortunately, the prices were too high, there were no promotions. I left disappointed even though I love this brand.  (Original) Я искала одежду для моих дочерей подростков. К сожалению, цены были завышены, акций не было. Ушла разочарованной, хотя очень люблю этот бренд|3
3 years ago|Dany k||3
3 years ago|Augusto Duarte||3
3 years ago|bradley almond||3
11 months ago|Sandy Majumdar||3
3 years ago|Lori Boyer||3
3 years ago|Mab Gay||3
4 years ago|SnEhA P. PaTeL||3
2 years ago|Abhinav Chawla||3
4 months ago|Zouhir Kherroubi||3
3 years ago|maryam behroyan||3
4 years ago|dhrumil soni||3
4 years ago|Raj Sandhu||3
3 years ago|Stephanie A||3
8 months ago|Kathleen Forrester||3
4 years ago|Shivamohan M.P.||3
3 years ago|0n line||3
3 years ago|Galen Lau||3
a year ago|Kev S||3
8 months ago|Matthew Yeung||3
4 years ago|Linda T.||3
a year ago|Ravi P||3
4 months ago|Rajtanay Basu||3
3 years ago|Dimitar Kalendzhiev||3
3 years ago|The Seeker||3
3 years ago|Ann sonu||3
11 years ago|Rafael C Bizzotto||3
4 years ago|Phyzy Williams||3
a year ago|Amir Poter||3
3 years ago|Miniature Grape||3
9 months ago|Harry Kaur||3
4 years ago|Ariel Gomes||3
4 years ago|FUEL FRESH||3
4 months ago|Ishmeet Singh Sarna||3
2 years ago|Mark Lyon||3
4 years ago|Laura Rizzello||3
a year ago|Ahmad Waqar Hussain||3
4 years ago|Alexandre Sano||3
a year ago|Amritpal Singh||3
7 months ago|Sandra Mercier||3
5 months ago|Andrew Macedo||3
a year ago|Audley Blidgen||3
2 months ago|Violet Chau||3
a month ago|Joo-Hong Lee||3
a year ago|A Y||3
a year ago|Justin von Essen||3
3 weeks ago|Far K||3
3 years ago|Maulik Rana||3
3 years ago|karen summers||3
3 years ago|Simranjit Kaur||3
3 years ago|Kyle Hyunjin Kim||3
3 years ago|House Of Hasnain -Pakistan-Canada||3
2 years ago|Nisarg Chauhan||3
a year ago|Pankaj Singh||3
3 years ago|Anthony Ramirez||3
a year ago|Sajjad Mahmoudi||3
3 years ago|Gino Belvedere||3
9 months ago|Ahmadshah Alokozay||3
3 years ago|Rehana||3
3 years ago|Monika Vaid||3
3 years ago|Rosie||3
8 months ago|ANNA MARIYA VILSON||3
4 years ago|Jake Beju||3
3 years ago|Bhavesh||3
3 years ago|Matthew||3
4 years ago|Benson Ng||3
7 months ago|marina k||3
3 years ago|Sandra||3
a year ago|Darren Maharaj||3
4 years ago|Reet||3
4 years ago|Alex Szalma||3
3 years ago|Atefeh Sh||3
3 years ago|Abhishek Saini||3
4 years ago|urja joshi||3
3 years ago|Dina Amdur- Shore||3
2 years ago|Derek Yu||3
a month ago|Marvin Holder||3
3 years ago|Bobby kang||3
7 months ago|Kuo Chan Chiang||3
a year ago|Behzad Vafaei||3
4 years ago|Elcio Ricardo||3
3 years ago|Bharathi Chandra Nekkalapudi||3
3 years ago|zainab athman||3
3 years ago|Winfield Rambarran||3
a year ago|Susan Ravindran||3
a year ago|mary||3
3 years ago|Aamina||3
8 months ago|Chandni Khera||3
a year ago|Basil Varghese||3
4 years ago|MahD||3
3 years ago|Vishal Badha||3
8 months ago|Divyesh Savani||3
3 years ago|bhavesh modi||3
3 years ago|akanksha bhogal||3
4 years ago|Vincent Duparc||3
9 months ago|Akarsh Kumar||3
4 years ago|Artem Priadko||3
4 years ago|Bhavya R||3
4 years ago|Deanna Thompson||3
4 years ago|Shelly Rajaram||3
2 weeks ago|Busra Kotan||3
4 years ago|ying-kit law||3
2 years ago|Ainsley Beckford||3
a year ago|Reg Spencer||3
3 years ago|alap soni||3
a month ago|Kesar Bhatt||3
3 years ago|Laurie Nishida||3
11 months ago|Sneha Nambiar||3
4 years ago|Vishal Dharmani||3
4 years ago|Annie An||3
4 years ago|Fabiha AAsim||3
4 years ago|Raelene Wiseman||3
3 years ago|Huma Khan||3
3 years ago|Wander Tavares||3
4 years ago|James Turner||3
3 years ago|Melissa Pastore||3
11 months ago|Bakla Bunny||3
7 months ago|Lulu T||3
8 months ago|Kyle Rotenberg||3
4 years ago|Swiss Sakura||3
3 years ago|Kudret Aykut||3
a month ago|Kaur Kiran||3
6 months ago|Isaac Ennis||3
4 years ago|mabi gh||3
4 months ago|Jason Lai||3
8 months ago|Emily Sui||3
a week ago|Payal Singh|Didn't find very many options this time especially for men...but by and large great for casual wear|4
6 months ago|Aaron Baksh|Big location with plenty of selection and variety along with good deals, especially for kids clothing. Lineups can be long with limited amount of cashiers but cash registers in both men's and women section.|4
4 months ago|CC LARA|Employees were courteous albeit incompetent and inconsistent with phone customer service|4
6 months ago|eugenia falcon|I found good promotions.  The only thing is that, it would be worth it if people did not leave clothes lying around and disorganize them.|4
7 months ago|Emz DiZ SherTurkz (EmZDST)|Nice store a lot of choices to choose from from Baby, Kids, Men's and Women's clothing. A bit crowded.|4
a year ago|Maria M|I felt like this store, of all h&m's, had me a little bit lost. The same pants (or they looked the same) were in different spots so every time I saw black jeans I was disappointed because they were the same I saw before! Or maybe you just have a bunch of black jeans that look the same all over the store!|4
2 years ago|khan saab|They have a awsome collection of cloths. Love the quality of there cloths . Kids cloths are just wow.  Nice designs and great fabric. Store on vaughan mills takes covid19 precautions as well. Allow only limited people inside the store.|4
6 months ago|Linden Forbes|H&M is a store where clothing is purchased  the store is very white not in ethnicity just looks very white on inside theres white cellings white floors and white people|4
3 years ago|Brandon Bell|Great customer service, helped with quite a few suggestions and were very patient with our little ones. The cashier even helped us save a bit more by using the H&M app because “diapers are expensive”...I agree haha. Anyways my only problem was that a lot of the sizing wasn’t available and it was very disorganized (can forgive for a late Saturday afternoon visit). Staff were busy folding and putting clothes away, it’s just a shame customers can be so shameless and messy lol.|4
3 years ago|Tahn|Went here with my daughter, we bought her a childrens frozen watch/bracelet. The gentleman who helped us (I cannot find his name on our receipt just till 8 #5418) on the mens side cashed us out. He was so nice to our 3 year old and made conversation with her. Even asked if he could put it on for her, she loved it!!!|4
4 years ago|Chelle B|Normally the people here are nice and friendly and the service is good and fast when it's not peak times such as the weekend. Aside from the fact that once i was asked by an associate to prove I qas was with Virgin Mobile because of a discount I was using which I did not appreciate. Also, I bought a bathing suit before my trip and the associate helping me forgot to take off the huge tag / security sensor thing so i couldn't take it on my trip.|4
5 months ago|Braba Rasalin|Scandinavian Clothing store in Vaughan Mills mall.|4
7 months ago|Moe AbuRihan|Very reasonable prices .. could use more staff (or any staff) on the floor|4
4 years ago|Narinder Pal Singh|Good quality clothes at reasonable price.. ..they have sections for men  and women at Vaughan mills... trying room also available.. if you are virgin mobile user, you can get a discount here by getting a code from virgin member benefits...|4
8 months ago|ahmed raza|I visited last Saturday and there was an amazing sell|4
2 years ago|Kaela Stinchcombe|They do not carry many items in size xs or small. But overall my experience was good and no complaints|4
2 years ago|Hustle in Canada|Loved this place. Has got perfect outfits, got few tee for nightwear for $7. That's it for H&M. NOT BAD.|4
3 years ago|Camille Fenton|Staff is nice, lets of deals on clothing for back to school for kids. Could've find anything I like for myself,  but for the kids was good.|4
11 months ago|Mirza Ali Bashir Ahmad|Found not much variety and sizes this time maybe because of covid|4
3 years ago|Mukesh Bhalla|Good selection and reasonable prices. We got additional 10 ℅ discount after sign up on their website.|4
4 years ago|Sabrina McGarry|Not much selection this time I went. And their kids cash is always closed. Why even have it there? Put more clothes there then! Lol|4
2 years ago|Meron|I am glad it's open, but due to covid situation the fitting room is closed. Therefore, you have to revisit if it didn't fit.|4
2 years ago|Kitwi Noel|Went to pick up a few t-shirts, quick in and out, it was my first time there|4
a year ago|Jerusha Chua|Pretty big H&M, well stocked, very bright.|4
2 months ago|Antoinette Manuel|Love the selection|4
3 years ago|Amasis Construction|You can find dress clothes and casual clothing at a reasonable price, the staff was friendly and helpful.|4
6 years ago|M Zohair Abbas|overall quality stuff , always compare with competitors then buy, panda is welcoming kids on Saturday 8/10/16'|4
a year ago|Captain Joey|the line tp get in was long but it was cool either way.|4
8 months ago|Gino Zeppettini|Load's of bargains available, shopping 🛒🛍️ time …|4
3 years ago|Nicholas C|One of the Male cashiers gave me attitude, trying to defend the quality of the product.|4
4 years ago|Maria Pasquariello|Decent, fashionable clothes, good for the whole family, many in-store  discounts today|4
3 months ago|Manu Takhtar|Great prices|4
a year ago|Nidhi Bhatt|Nice collection of outfits & less expensive too.|4
a year ago|Soma K Rajesh|Usual collections and there were some deals on few collections|4
a year ago|Fa Y|Good place to buy products for my kids|4
3 years ago|Gabby S|They have great selection , but thing go fast😄 …|4
9 months ago|Gourav Rana|All men women clothings at a place|4
4 years ago|Wendy L|Good experience. Found what I needed. Friendly staff in the dressing rooms|4
a year ago|Nika Nikbakht|Some items have 50% discount.|4
3 years ago|Alisha panchal|Great place, good service. Could be more clean|4
3 years ago|Esha Patel|Great deals and upgraded fashion within the budget!|4
3 years ago|duk hur|Very good price and many stylish selections.|4
5 years ago|Amanda T|Store is big and has a good selection of clothes.|4
9 months ago|Ashok Patel|Reasonable and best quality!|4
4 years ago|K Nars|Always a great store to shop at, everyone is Friendly.|4
7 months ago|ehtesham jalali|Good|4
4 years ago|Joshua Packer|No cplaints, the wait for a cashier was not to long either.|4
6 years ago|sandeep bishnoi|Good price for their designer clothes.|4
3 years ago|Prashanth Dappula|Good selection of kids clothes|4
a year ago|Shumaila Butt|Best choice for clothing.|4
4 years ago|Skirmanta B|Nice for kid, maternity and casual clothing|4
2 years ago|Ikramullah Khan|Good variety and good prices|4
2 years ago|Ikramullah Khan|Good variety and good prices|4
6 months ago|Carine Hemans|Good options|4
3 years ago|Caroline Rosenblatt|Good value,  large selection|4
4 years ago|Kalyan V|Quick service. Good number of options.|4
6 months ago|Claire Basile|tank|4
4 years ago|Hardeep|Nice collection under budget|4
3 years ago|Sreejith Kayarat|Have nice collection of dresses|4
4 years ago|Sherry Saini|They have decent AC|4
10 years ago|Brian Medeiros|It's ok, too bad it's in the middle of nowhere.|4
3 years ago|Atta Ul Awal|Good place to buy clothes|4
3 years ago|Sophia Monteque|Reasonable priced clothing|4
3 years ago|Latanya Linton|Nice selection of clothing.|4
3 years ago|Victor Ned Obiora|Affordable and yet stylish.|4
4 years ago|Kuladevan Kularatnam|Clothes are little more expensive|4
a year ago|Ajay Gupta|Good collection|4
4 years ago|Saima Merchant (Saima)|Always good clothes|4
3 years ago|Basil Raza Butt|Good jackets and pants.|4
4 years ago|monika varshney|Very nice|4
4 years ago|Steve Formoso|Decent location here|4
4 years ago|Saad Al-Taie|Fitting room always busy !!!!|4
4 years ago|Nd Bd|Very nice place....|4
11 years ago|André Zanoncello|Big mall with lots of stores.|4
3 years ago|Basharat Madni|Less variety for men🙁 …|4
4 years ago|Carine Hemanscariehem09|Staff very helpful|4
2 years ago|Hardeep Singh Buttar|I like it|4
4 years ago|Yahia Aburrub|Good selection.|4
a year ago|Earl Homeward|Great shopping|4
4 years ago|Jamal Aburrub|Good collection.|4
2 years ago|RT Arts|nice and clean|4
3 years ago|Tahiyya Helmy|Good deals|4
4 years ago|Shin P (shino)|Nice and clean|4
4 years ago|Horto Ferramentas e Ferragens|Good|4
3 years ago|Henry Li|Large selection.|4
a year ago|Hamid Hussain|Visited with family|4
4 years ago|Vivek Dabas|Good stuff|4
3 years ago|Anwar|Clothing and others|4
a day ago|Palvi Bawa|Cheap and good|4
2 years ago|Danne Condello|Me gusta la ropa ponen buenas ofertas pero con el.tema de Covid los vestidores estan cerrados no me gusta comprar asi  (Translated by Google) I like the clothes they put out good offers but with the Covid issue the dressing rooms are closed I don't like to buy like that|4
a year ago|elie peretz|(Translated by Google) A big and beautiful place and many deals with a large selection  (Original) מקום גדול ויפה והרבה מבצעים עם מבחר גדול|4
3 years ago|Zainab Fatmi||4
3 years ago|Eric Villeneuve||4
a month ago|Gboyega “Ahcube” Adebukunola||4
3 years ago|Enna Hughes||4
3 years ago|Giorgio Salsiri||4
10 months ago|Sara Carrillo||4
2 months ago|Giuliana Apollinaro||4
3 years ago|Jamie Maing||4
4 years ago|Saheethan Uthayasundaram||4
4 years ago|Garwain Blackwood||4
3 years ago|Raman Deep Singh||4
7 months ago|Frank Perito||4
3 years ago|aum patel||4
2 months ago|See the World||4
5 months ago|Diptesh Roy||4
9 months ago|haidar alkarar||4
a year ago|Anchal||4
3 years ago|Ray Latchman||4
5 months ago|Octavia Blake||4
3 years ago|Zahra Salamati||4
3 years ago|Joon||4
3 months ago|ARPAN DANDAPAT||4
a year ago|Angad Waraich||4
4 years ago|Piyush Jain||4
5 months ago|Lóris Andrade da Silva||4
3 years ago|Mark Michael||4
2 months ago|Gurujant Singh||4
3 years ago|Sunx5 S||4
