date|user_name|review|star
3 years ago|Ankit Bhutani|The cashiers are very bad. One cashier was out of receipt paper, she kept us waiting for 10 mins while she helped other customers from behind on a different register. Very very bad unpleasant experience. Would not recommend this store. No doubt they are going out of business.  Update 1: Then 20 mins later. Still no receipt. Cashier does not know how to print the receipt or cancel the transaction. Still waiting at the cash register for someone to help.  Feels like i am trapped here. They can’t print the receipt or cancel the transaction. Pathetic!  Update 2: after 10 more mins, the cashier disappeared and we are still waiting like objects which don’t exist.|1
5 years ago|Yahel J|Bought a dress shirt in Seattle which was sold to me WITHOUT the tag, I was assured it was fine and I'd be okay to return it if needed. I came by this location today to return the shirt because it gets very easily wrinkly in the bag despite being 'easy-iron'. They refused to return the item because there was no tag on it, even though I was told this would not be an issue... Manager said since she cannot resell, she will not refund. This is unacceptable and I plan on escalating it. Needless to say I will not shop here again...|1
4 years ago|Laurencefg|Very MAD! I came all the way to shop at H&M on my night off, spent an hour meticulously looking every item through every section, looking for my size for each of the many items I wanted to try on. At the fitting room I took 7 in and they told me they’d old on to the rest (about 12 items left) and when I came out to try the rest IT WAS ALL GONE! I didn’t even get to try on half of what I had meticulously picked out and looked for my size, face in the racks to reach (I’m short...) .... instead of the relaxing evening I had planned shopping, I came out of there completely MAD , the girls working the cabins barely apologized... at least if they had showed me how sorry they are , I would have felt taking cared of as a customer... but they just stared at me blankly ... Thanks for ruining my shopping evening...|1
3 years ago|Layla Cowley|Went into this store to exchange/refund a garment that I had bought a few weeks back, but wasn't able to due to by own negligence of losing the receipt. I don't have the lady's name that was at the counter but she must be a manager or supervisor, . After my quite passive aggressive encounter with her about my garment, another (male) H&M employee came up to the counter to ask her to search a garment for a lady he was helping, to see if it was in stock in another size. She said that she wasn't able to do that as they don't have the ability to do that on their system (which I believe is not true) and told the lady to download their new app to check the store inventory on her phone. Now I'm all for apps and new technology but this was a lady who was probably in her late 50s and she didn't want to download the app - fair enough, I'm in my early 30s and I wouldn't want to stand around downloading an app either. The young male employee that was helping this lady suggested that he could use the app on his smart phone to check - YAY A SOLUTION! But no, the woman who had been passive aggressive with me, told him under no circumstances was he to have his phone on the floor and to put his phone away. She then told the woman to head downstairs as the system down there could check the store inventory (huh?!?!)  I would just like to say well done to the young male employee who took out his phone to help the lady, it's not like we're living 20 years ago - everyone has their phones on them at all times now H&M, as long as your employees aren't stood around on the floor instagramming and taking selfies I really think they should be using their personal devices to assist with shoppers questions.  I shop here quite a bit - but I will definitely chose to go to another checkout should this woman be on the desk in future!|1
4 years ago|E C|The renovations is taking a long time. It has been over 1 year. No escalator, forced to use stairs. Store is a mess with reduced selection. Why don't they just close the store and finish renovations quickly, then reopen. Don't make people shop in a construction mess.|1
8 years ago|Madison Strub|"I would like to warn anyone who intends on trying anything on at this location. Not only do they talk about how they hate their jobs and ""running for sizes"", they are unfriendly to customers giving them shorts answers and honestly just be impolite. Not to mention they constantly grab things from you when you don't want them  I thought it was maybe just a one time thing, talked to the manager, but when I went back the same thing happened again. Both times I have left extremely upset. And on top of that, I actually buy clothes to try them on at home in order to avoid going back into the fitting room."|1
5 years ago|Fawad Hassan|The staff is very rude and probably the worst experience I’ve had in any retail store. I happen to be walking by the store and liked something so I thought I’d go in. The cashier refused to scan the item and confirm that the item was on sale. When I asked for the manager, another employee suggested that this guy was new and I should give him a break and that I was right and the item was on sale. When we got to the cash register again to buy the item the guy threw the item towards me and walked away. It just shows that these guys aren’t trained for their job and probably should not be working retail. There are plenty of other people that would happily take the job and be miles better than the employees they have working right now. I would not go back to H&M again. A big no from me. Also, they should probably provide their employees with name tags so I could write that guys name on here.|1
3 years ago|M & K|Ever since they started with their renos this location has been difficult to shop in. Now they've put in the escalators but there are only fitting rooms on the second floor so it makes it difficult to get sizes, etc. or to carry more than a few things up. I was there this last Thursday and when I asked if someone could check if they had a size the associate rolled her eyes at me. When I got out of the fitting room, I found out that the items that I had put aside with the same girl (that I had picked out as a gift for someone else and was not trying on), had been put back. I didn't have the energy to bother buying anything at that point and probably won't return.|1
4 years ago|Melissa Gibbons|"Very disappointing costumer experience, and I have been a number one fan of h&m for years, NOT ANYMORE. They have this posters saying ""buy it now, decide at home..."" and that's what I did, It was my birthday last week so I bought a bunch of stuff and decided to try at home, to see what outfit I could wear and what to keep and what not. I'm the type of person who also, ALWAYS saves every little receipt, no matter how insignificant it is. Weirdly somehow, they through the receipt on the bag, went home never found it again. I've been looking everywhere for my receipt so I can return ONE THING of the bunch of stuff that  bought. I didn't like the item, how it fit, the color, the size. Anyways, went there explained the situation, they said they couldn't do anything. So I was like ok so that ""BUY NOW, DECIDE LATER"" thing will not count? . NO because you don't have a receipt. Yes I know, I'm sorry but this is a brand new Item, right out of the fabric, new collection and everything, In perfect condition, I tried it once! no no no way. so I went on the website, and I saw that YES YOU CAN RETURN YOUR THINGS AS LONG AS THEY ARE IN GOOD CONDITION, and tried to go back and showed on the screen of my phone.. and they said ""that's not in Canada"". Thank you H&M for making my ""BUY NOW DECIDE LATER"" decision totally on the wrong side, making me regret it. and LOST a BIG COSTUMER, who used to buy every single piece of clothing in H&M. NEVER AGAIN. Also, the cashie suggested that I talked to the manager, and the MANAGER WAS VERY RUDE. Managers are suppose to try and help you, HE WAS COCKY, COLD AND RUDE."|1
3 years ago|Jessica|I asked a girl in the fitting room for a pair of joggers in XS in any color, and she comes back saying they don't have XS in black.  I then reiterated that I would like to try on the joggers in any color that's an XS, and she snarled at me and took off.  To make things worst, I went to pick up two shirts that were left with her before I went into the room, and they were nowhere to be found.  It was the only sizes left in the shirts.  She didn't even look for it when it was clearly her mistake for misplacing it.  I couldn't believe how rude and condescending that encounter was.  Sorry, but I'll spend my money elsewhere now.|1
6 years ago|Alysia Lynn|I wonder if H&M HQ realizes how much money they are loosing on long fitting room and till lines.  At least on three occasions I've attempted to shop here and left after standing in line for too long.  Your cheep cloths are not worth it.... sorry.|1
a year ago|Giovani Malinda|Rude Indian cashier.. she is talking abt me to the next cashier bcz I paid cash and join a member. So what? I paid full b!tch.|1
3 months ago|Rhoni|Not great. Not a lot of selections.|1
3 years ago|D Z|"It's busy, under construction and the worst part is that the change rooms/fitting rooms are closed off by curtains with no indication for the workers to know which rooms are empty - so the workers keep literally ""peeping"" into your room to see if it's in use. They peeked in on me at least three times while I was changing. I won't be going back to this location."|1
a year ago|Null76|Visited this store 10 mins ago. The White lady by the fitting room return section was extremely rude to me for no reason. Never coming back.|1
5 years ago|Manuel Leonardo|They get the one star because their prices are ok. Otherwise, this location would get a zero. Customer service does not exist. As a customer you should feel privileged that this place exists. That's the message.|1
a year ago|dennis williams|Terrible the waitress t    ried her best the pancakes and eggs everything was zzCOLD!! The one star is for the waitress|1
a year ago|Hamidreza Rahmani|Something is wrong with this store. Staff look upset and tired and not willing to help customers.|1
a month ago|Ann Marie L|Looks boring store|1
2 years ago|Fernando juarez|Truly disappointed! I was at the store because I had to return one item and the cashier was rude and careless!|1
2 years ago|Utkala Prakash|Very poor customer service. I have placed an order almost a month ago and I still haven’t received it. Very terrible service|1
3 years ago|zroth|the cashier is so rude. He rolled his eye at me when checking out. will never go back to this place to shop|1
4 years ago|B singh|went there and charged me wrong price and the called customer service to help me in this matter, they told me to go back,  i live in chillwack and now have to go back to pacific center for price adjustment.|1
a year ago|Victor Tsang|Fast fashion.... bad quality.... but you get what you pay for, right? 🤷🏻 …|1
a year ago|Ghazala|Baddest customer service especially manager in kids section|1
3 years ago|Kate Szymczak|This place has been under construction so long I just got oil and dirt on my hands from the work.|1
6 months ago|How|Not so great service|1
2 years ago|Blink182 Bonita|Not fitting rooms and i have  not time to back and for to returm things|1
4 years ago|TOTO ANNIHILATION|Your pop up ads are as sustainable as your underwear|1
4 years ago|Nele Knueppel|Not much selection and terrible lay out|1
5 years ago|Seawoman Traveling around the world|They will ask you your ID before you pay|1
5 years ago|Yevette Sotana (Anne)|was looking at jewellries and one of the staff rushed me to leave the area|1
3 years ago|僕は男の子だ!|She didn’t take  the security tag out|1
10 months ago|Mei Hayashi|Terrible customer service|1
a year ago|Mark Schmidt|No fitting rooms.|1
3 years ago|Maite Peña|Really poor customer service|1
3 years ago|Pam Williams|Far too expensive|1
3 years ago|Benny Arias|Slow the renovation.|1
a year ago|ITSDAMN NG|poor business|1
4 years ago|Major Singh|Rude staff|1
4 months ago|Lovely Sarte|No stars if I could. I bought a friend some clothes online for her and her baby. I had it shipped to her house. She didn’t recieve 1 item from the 8 things I ordered. We emailed H&M and they said to do a refund. And I didn’t understand why they couldn’t just ship the missing item.. So then she went to this location and was only exchanging a size and the sales associate was unprofessional, rude and disrespectful. Not only that but they had made the mistake of refunding the items she wanted to EXCHANGE. Not return. They refunded the items and said that there was nothing they could do about it. Overall we both had terrible experiences online and in store. Both situations were not our fault and they did nothing to help. Along with the fact that the sales associates handled it rudely.|1
2 weeks ago|Atif|Unbelievably rude stuff especially the ones working the fitting rooms. Lack of proper management and organization in this store is astonishing.|1
2 years ago|vasu saini||1
4 years ago|Shawn Sorensen||1
4 years ago|Carlos Hernan||1
a year ago|Kirsten Kerpel||1
a year ago|Brent T||1
7 months ago|A J||1
3 years ago|Kef||1
a year ago|张英皓||1
11 months ago|Dominika Demlová||1
2 years ago|Wes Rundle||1
2 years ago|Rapneet Kaur||1
3 years ago|Kyle Moody||1
6 months ago|Fernando Tubio||1
a year ago|Yuan Yu|Majority of staff are extremely rude and arrogant. Only one lady there seemed to enjoy her job and know what she was doing. She spoke spanish and was very friendly and accommodating. Such a shame she works in a negative work environment.|2
a year ago|Doris Y.|Some rude and arrogant staff. Yesterday when I went, I got whacked by a door and the employee didn't even apologize, she just looked at me and walked away. Also, don't come here if you support ethical labour and the quality of clothes are worse than shein's.|2
2 years ago|Tina Kim|There is a girl with glasses who was extremely rude. When I asked her where I could find some clothes items, she was like 'We don't have them. Go downstairs and ask someone there.', and then, when I was trying some jacket on, she came to me, and said with an annoyed face, 'You shouldn't be trying these things on cause they are on sale.', and there was no notification or sign that we cannot try sale times on. Hey, if look at this review, you know, next time, try to talk more nicely to the customers cause they will understand you or I think you shouldn't be working in customer service.|2
2 months ago|Holly|Kinda boring options. Everything is green or beige. Why.|2
a year ago|Janina Van Dun|I like to check out the different clothing and jewelery options. But everytime I step foot into the store, the customer service is terrible. Staff are rude, make you wait while they are talking to other staff, no one says hi and it appears some staff don't even want to be there. I've stopped shopping there because it's a negative environment.|2
5 years ago|Robby Hlady|I'm not a big fan of crazy busy places, or shopping. If you don't like to shop I wouldn't recommend this place. The clothes are definitely more for millennials than someone whom is almost 40. However, if you're on a tight budget, and you like the fashion these days, I'm sure you'd like it here. Oh, and they don't really cater to heavier set people very well.|2
3 years ago|Tanya Kucey|What the heck happened to this place?!  and I'm not talking about the renovations which could easily make you feel like you're in one of those escape room mazes, I'm talking about the staff and the lack of training / guidance and general giving a hoot about their job.  Very poorly managed dressing room because the kids working it (no one was over 20) are more interested in talking to each other or being on their phones than actually helping the people in line.  There was at least five people in line and there were over 15, yes that's right FIFTEEN, open fitting rooms. I counted. and there was for counter staff just standing around talking about music on their playlist.  I was going to try and have a discussion with the manager of the store, but she was magically unavailable. (AKA did not want to deal)  This used to be a favourite stop and browse place for me when visiting town but not anymore thanks.|2
9 months ago|3 1 5 7 3|Fun fashion. Relatively good value for the dollar. Lacks consistency in sizing.|2
5 years ago|Terence Yee|"Review based on my experience shopping men's section on two.  For fast fashion shoppers, have at it—inexpensive, cheap, and trendy. This Downtown Vancouver location can be considered a flagship. When H&M launches their annual designer collaboration this store gets the most stock and sizes. The same can be said about their minor collaborations (e.g., David Beckham; the Weeknd).  The only lines worth considering are their Studio, Trend, and Premium. They're made with better quality, better fabrics, and are more stylish than their regular H&M offering.  From my experience, staff at this location can be rude and ignorant of what goes on. The few times I had questions I was met with ""I don't know"" and a shrug. Employees keeping the store clean tend to be the rudest, for good reason: the store layout is tightly cramped and poorly merchandised. Racks are overstocked, sloppy and unappealing, and the typical H&M customer contributes to the mess. In short, self-serve and expect no real service."|2
3 years ago|Ry Keener|The selection of clothing was decent. I was visiting from the U.S. and have only amazing customer service in Canada, with this store being the only exception to the trip. The staff was rude and dismissive to my friend and I.|2
11 months ago|JB|Didn't really have enough selection for Men.  Wasn't able to find anything I liked.|2
2 years ago|Dawn Dore (Trap Momma)|I get followed by security everytime I go like they are actually less then 15 feet away from me its disgusting cause I spend good money there and  have never taken anything even never would.|2
a year ago|Shanda L|Their clothes don't last aswell are not the best quality. Good for cheap options seasonally.|2
a year ago|Reason|Wouldn't accept a return at all even though I never once even took the product out of the package. Hugely wasteful.|2
a year ago|AIRNATION1|The one in London much better this one as no punch to it same old same old they posted I could fine a kimono did not find one|2
2 years ago|Jesse Galan|Horrible YOU CAN'T TRY ANYTHING OFF THEIR CLOTHES..YOU WOULD HAVE TO BUY THEM TO BE ABLE TO TRY THEM AND RETURN THEM FOR A BIG OR SMALLER SIZE OR WHATEVER 🤨🙁🤫🤒☹ …|2
3 years ago|Erin McManamna|Tried to exchange size three times, was told more would be shipped, then told me they did not know if that would happen, called to have item in size desired put on hold, got there to pick up, wrong item presented, turns out wrong tag put on item, gave up, returned original item, very disappointed .|2
2 years ago|Bill L|Cheap clothes that you can wear it twice but once its washed, it's done.|2
5 years ago|Alexander Hobrough|Yup it's a store selling cheap clothed|2
2 years ago|Yves Duranleau|Not a place I would go for bargain necessarily.|2
3 years ago|Aiman Ismail|Fauste is very unfriendly|2
2 years ago|Bta|It is not bad,not good😉 …|2
5 years ago|Sam Steele|Meh|2
4 years ago|Daniel Tarriba|Bad|2
5 years ago|Mithu Walia||2
4 years ago|Michaella Francom||2
5 years ago|Navreet kaur Brar||2
3 years ago|Rose Tétreau||2
3 years ago|Grace Ng||2
2 years ago|ultimate soccerstar||2
5 years ago|Raysing Guo||2
a year ago|Larry Kim||2
5 years ago|36o3663||2
5 years ago|david marshall||2
a year ago|isaac r||2
5 years ago|Er D||2
6 months ago|Ayşe KELEŞ||2
3 years ago|Aileen TV Vancouver||2
2 years ago|Mila Micovic||2
4 months ago|C|It’s an H&M, so we pretty much all know what to expect. That being said, it’s not very accessible for someone who’s going around with a cane, wheelchair, etc. That’s not me, but I’ve seen quite a few have to turn out to the entrance elevator to go to another level as they can’t take the escalator.|3
3 months ago|Gursharan Virk|Was not so good have less collection for mens wear and more for women's if you are a girl than you can visit but as a men a suggest you to don't waste your precious time|3
8 months ago|Steffany K|"I normally have a good experience at this location, but yesterday was far from pleasant. I was returning a shirt and asked if they could check another store for a smaller size of something else. As I looked for the receipt the girl told me ""I can't return it without the receipt"", after I had just finished telling her I need to find it.. She looked at me impatiently, and the male clerk called to check the other item for me. They told me to stand to the side and he served other customers as he called 2 other locations (meanwhile acting massively annoyed). He proceeded to yell through the plastic window covering, ""do you want the Small on hold, I need to tell them now otherwise I can't do it"". He was asking if I wanted to hold a Small, when I had asked for an XS. He kept getting aggravated with me and making me stressed out and acting like it was a large inconvenience to make a small request. Let's just say, I'm never going to ask for anything there again - at least not to those two people.I left super stressed and embarrassed from the whole thing. Plus a couple customers looked at me annoyed as he served them and yelled at me at the same time. The three stars are for the two nice people who helped me put something on hold earlier in the day. I get we're living in slightly strange times, but no need to treat people like that. If you don't like your job, it's not our fault."|3
a year ago|Mike Salter|Good store with decent selection.|3
6 months ago|Bazza 266|Not as big as I thought but well stocked great staff and easy to get around|3
2 years ago|Cal H|I take my daughters there and security guy follows us around every time. We just ignore him nowadays and focus on the shopping experience. Decent selection of up to date clothing and excellent seasonal sales.|3
2 years ago|Mehryar Yeganeh|The location is not good to take your car especially at rush hours, that’s so difficult to find a parking lot. Although the staff are polite, you can’t find them in the store!!! Also, I bought an overcoat there that it was forgotten to remove its security tag. Be careful about it, it happened several times. The store is nice and big enough to get satisfy with up to date deals.|3
3 years ago|Savannah Rose|The new location is really nice, they have better size runs but the staff is just horrible. Can't run the change rooms to save their lives and seem to be overwhelmed with the smallest task.  Don't even think about asking them for a size because it's not coming. The cashiers on the other hand are lovely.|3
2 years ago|Mark K|Newly refurbished Pacific Centre location. My first visit since their reopening and the new look is really sharp. Very bright and welcoming.  That's the positive part of my impression.  But my opinion of the merchandise - in men's only, as I didn't look at other departments was a little disappointing. They have all their staples in stock like the t-shirts and long sleeve dress shirts which was great...and in ALL SIZES which was a first for me. (KEEP DOING THAT, K?) But that's kind of where ended for me So much of the other merchandise was really.....boring. plain. Or unusual styles and not good unusual. As I was shopping with a buddy on this trip we both felt like H&M is almost styling themselves to be a new LeChateau...and look how that worked out. They've changed direction a bit and in the process have lost some of the essence of what made them successful . I'm not sure if they know who their customer is at the moment. BUT, This is just one small moment in time with a lot happening to make operating a business incredibly difficult. So I will keep an open mind, let this slide and chalk it up to Covid and major renos throwing a curveball. It's ok to make a mistake. So I guess time will tell over the next few seasons.|3
3 years ago|fourest|great selection and i’ve been loving the fall selection! but unfortunately the change room staff are just god awful and really affected my experience here. super unhelpful and just loudly talk amongst themselves even when customers are present! very unprofessional! barely even got eye contact when i approached the change room counter. despite this however the cashier staff are great and super friendly!|3
5 years ago|Kristie Keeney|This place is really crowded and the lighting in the dressing rooms is horrible. However, they have a great selection, including maternity and children's clothes. They also have a textile recycling drop box, where you get a $10 voucher towards your next visit.|3
4 years ago|Jeff Feng|Layout is poor and some of the stock for male clothing is lacking and not taken care of properly. It is H&M so I was not expecting much. The redeeming part is the sales and promotion, you can get some decent clothing for REALLY REALLY low prices.|3
3 years ago|Adrian Chan|This location seems to have been under renovation forever. It set up as well as it can be however its 30 degrees today and feels the same inside the store.  The clothing is great at an affordable price point!|3
4 years ago|M Bhatti|Currently undergoing renovations and the store is literally half of what it was... Poor selection. Staff is helpful but the chance room situation isn't very good. Also, they nearly dont have enough mirrors around the store - this is a big miss.|3
a year ago|Kara Bruce|Pretty bad selection for tops & basically nothing in the underwear and pj section. Staff were nice though!|3
a year ago|Jaywant Bhalla|Stuff not sorted very well. Too many fits in the same color get confusing. Shopping should be simpler|3
2 years ago|Nicole Jauregui|The clothes are nice, but the customer service needs much improvement.|3
3 years ago|Erin Terry|One of the few stores that offers a selection of work and play clothing. Sizes are great and they fit regular people|3
a year ago|Evan Cory|No I don't wanna take out my phone camera and become a member!|3
5 months ago|Ziad ashami|Price are little bit high|3
4 years ago|Reece Nielsen|Smaller the other H&M's but it is undergoing renos so I know great things are ahead for them|3
7 years ago|Cris Lariessa|The prices are very reasonable and the store had a good selection of clothes and acessories...........|3
2 years ago|d cat|Good prices always if need to do a return,fairly simple.|3
4 years ago|Gureesh Singh|Always crowded with very less help on the floor. They should work on to hire more assistants.|3
a year ago|Arthur Kanaria|Google its H&M they are all the same. No need for reviews|3
3 years ago|Kate Way|Looked like a whirlwind had just passed through...disorganized and messy. The plus was the line up was little (early afternoon).|3
a year ago|Bern McNicholl|Mens Selection and styles deeply diminished.|3
2 years ago|Pavlo Kostrytsia|A bit limited choice but good for essentials.|3
3 years ago|Pinky Bdg2017|New store in doentown is smaller... Clothing selections are vary.|3
2 years ago|Drew Barry More|Sizes are way different than most stores|3
6 years ago|Natalia Bar|"A huge 2 levels store. However, I haven't seen any ""sales"" section..."|3
5 years ago|M. Sheppard|Helped me out but could use more selection|3
5 years ago|Stephane Cote|Cheap quality, but great style|3
4 years ago|M Thomas|Under renovations so was very crowded|3
3 years ago|Ann Fenlon|Need eskalater too ladies.OK.|3
4 years ago|Kelly Erickson|Can always find something.|3
4 years ago|Aaron W|Customer service hit and miss|3
5 years ago|Remy A|Decent|3
5 years ago|Chris McCrowe|nice clothes|3
7 years ago|Johannes Eckert|Crowded, narrow|3
5 years ago|Stan T|Average H&M|3
8 months ago|Jeanine Van Leeuwen|(Translated by Google) Always good for your basics  (Original) Altijd goed voor je basics|3
3 years ago|Anna Choi|(Translated by Google) For the price, the clothes are getting worse  (Original) 가격대비 옷이 갈수록 안좋음|3
a year ago|Pawan Khehra||3
4 years ago|Andrew Zsiak||3
5 years ago|Laura Stewart||3
4 years ago|tomoyuki hasebe||3
5 years ago|Julie S||3
2 years ago|M B||3
4 years ago|Rodrigo Estravini||3
10 months ago|Siya Ul Sha||3
3 years ago|Rabia Haider||3
5 years ago|Madlaina Widmer||3
a year ago|L.L 2536||3
5 years ago|BADSCE||3
10 months ago|Simon Busemeyer||3
6 months ago|Ülke Köricekli||3
4 years ago|tomoyuki hasebe||3
a year ago|Hugh Janus||3
4 years ago|Helida Escossia||3
4 years ago|yiwen chen||3
3 years ago|김가인||3
5 years ago|Jordan Liu||3
a year ago|Bronwyn McDonald||3
4 years ago|Robert Samuel||3
3 years ago|Aisling Marie Slevin||3
a year ago|marleina weeteringen||3
5 years ago|jocelyn wu||3
3 years ago|manisha sood||3
3 years ago|Alex Dee||3
3 years ago|Sean M||3
3 years ago|Y B||3
a year ago|Emily Roberts||3
3 years ago|San Rush||3
5 years ago|Chih ling||3
5 years ago|Lester Lee (Ravynn)||3
4 years ago|Tim Freeman||3
3 years ago|Nicholas Barbovitch||3
3 years ago|Lai Arguelles||3
4 years ago|Milad Eskandar||3
4 years ago|Aline Rafael||3
5 years ago|Michael Sandiego||3
a year ago|melanie ballitoc||3
3 years ago|Yukako Suzuki||3
