date|user_name|review|star
a month ago|yeny abc|Mapleview mall location are Rude with costumers|1
3 years ago|nata a|Sell GREAT merchandise however H&M at the dufferin mall are *way to strict with return policy* must always have the receipt , even if item is new unworn with tix attached. And socks are final sale which is very odd.|1
5 years ago|Stylez World|H & M  manager (a lady on Duty) in Sherway Garden Mall  was very rude in behaving with us as well as customer. When their Associate said that if we could find new sales item  they could exchange those items (even though final sale!) as we cordially requested for the exchange . We spent time to find out items but that sales associate  gone for break so manager came to deal with us  and did not care about what their sales associate explained to us. She was very rude and disrespected us. She didn't even allow us to buy another  new items from the store since I said they were wasting our time which was absolutely right as their associate involved us to find items so she could help to exchange but manager did misbehave . If I were the main manager I could have fired her and gave her relief  because of bad customer service. She should learn how to deal with customers.|1
3 years ago|CHENISE|I had a horrible interaction around the holidays. I'm only writing about it now because I work in retail and can't stop thinking about how bad this store is. I admit I should have tried on this pant before I bought it, but the sales associate was INCREDIBLY MISLEADING. She said I could exchange the item if it didn't fit. Well, it didn't. So I went back the next day. It was a size 12... I'm a small at Roots so I don't know why I'm a 12 at H&M, but size 14 is not sold in the store (only online which is also dumb). I wanted to exchange for another style to see what fit. I talked to a meek young man, who suggested I try stuff on and he called his manager. Well after trying on 8 pairs of size 12 pants the manager tells me over the WALKIE TALKIE that I actually can't exchange my item. SHE DIDN'T EVEN SHOW HER FACE. I WILL NEVER SHOP HERE AGAIN. Not only was I lied to in the first place, but the manager is obviously setting a horrible example of customer service and now I'm stuck with an OK mug and a cheese board I don't even use. Oh yeah, I went back a few days later and spoke to some slacker associate who let me exchange for a mug and a cheese board (cuz I obviously cannot buy clothes there. And never will). If you need customer service training, take a peek in this store for some examples.... Of what to avoid.|1
3 years ago|Sarah Radford|No privacy in change rooms.  The  staff was pleasant and it was clean and orgnized despite this I will not return.  The curtains in the changerooms are impossible to fully close.  I struggled to not look in on others changing and knew they could also see me changing.   Increadably uncomfortable and exposing.|1
3 years ago|Andressa Paulino|I bought a coat that I paid cash for, I tried to return the coat because it did not fit me but I had lost the receipt. The staff did not give me any options to help me mend this situation. They were rude and disrespectful to me because I have an accent. I have never felt so belittled before in my life, it made me very upset.|1
6 years ago|Vida Antic-Bakovic|"I have been trying to talk to a sales associate for 2 days now, to check in-store availability of an item. These were the least helpful associates I have ever come across, and I've worked in retail for a long time.  Not a single one of them was willing to help, but kept passing me along to another ""department"", which resulted in about 15min-20min of hold time to a destination where associates didn't pick up the call. Then I was bounced back to another phone line - where I started - where the associate put me on hold again to try and patch through the department that didn't pick up in the first place.  They didn't pick up again, so once again I was passed back to the ""main"" line where they put me on hold again and then hung up. This has happened 4 times now.  For a flagship store, this is unacceptable. Ridiculous even. You should not be this disorganized."|1
a year ago|Mr Raum|Cheaply made items. Seems to offer clothes for very thin/skinny people only. Rude staff.|1
4 years ago|Lauren Zhen|Worst customer service EVER, made me want to never shop at H&M again! The first sales associate was rude to me and the other did the math wrong on my purchase. They really need to teach them how to treat a customer and basic math.|1
5 years ago|Tina K|"Absolutely terrible Staff puts my items back by mistake Responds by ""I dont know where it is; its my first day""!!!!! Manager took ownership after I informed him  Would never everrrrr shop online They charge 15% tax in ontario LOL Really bad online shopping experience $4.99 restocking fee... ridiculous!!!  Lesson learned: never shop here Music is outragously loud and annoying in their stores"|1
6 years ago|Puur Bunny|"The worst h&m i have ever ever step foot into. If i could rate 0 stars i would. You get no help.. not even a smile... i was trying to get a pair of jeans off the highest rack with 2 employees just staring at me .. not even offering to help. Get to the cash and had to deal with this girl named ""cherrie""  classy name for a classy girl... she was so ignorant and when she refused to take my american visa ... she got so annoyed when i had CAsh. Are you serious ? Never ever ever again ."|1
4 years ago|Drew Farinha|Nothing I hate more than a cashier with the attitude that they are doing you a favour cashing you out.  Thank you.  You should be saying it FIRST- not me. Why are these kids so awkward and un-mannered ?|1
9 months ago|JR|I never saw one employee in the store .it's like it's been run by invisible staff .|1
4 years ago|Shaina Raza|Misleading staff. Not cooperative Manager is not cooperating and refused me badly for exchange which was promised by the staff. I was regular customer but will never go to Dundas hnm branch because of bad behavhior and wrong dealings|1
4 years ago|Anthony Leong|Terrible customer service.  They make mistakes when you ask them to hold items, they don't know online promotions that can be used in-store (e.g., coupons), and they seem to lack common sense when it comes to deciding whether or not to honour prices on their website unless they get a manager involved.|1
a year ago|Nick Gaudreau|Very rude manager. False advertising, then discarded me, for his or the store mistake, very impolitely|1
a year ago|Joey Drury|Not accepting online returns, despite their website AND return packaging stating that it is allowed.|1
9 months ago|Niyati Mehta|I wish the changing room staff could be polite, ultra rude.|1
3 years ago|Mitchell T|Used to carry a variety of sizes, now suited to only skinny People. Not cool.|1
4 years ago|Chris M|H&M is using factories which physically abuse their (mostly female) workers - Watch footage from netflix documentary 'the True Cost' for video evidence.|1
3 years ago|Dr Sammy|The security guy follows coloured woman and the guy in trial room is extremely rude and super unfriendly.|1
3 months ago|Sheryll R|Cashiers are slow|1
5 years ago|Alex Blinston|Such rude staff! Asked for another size and she walked off and said go ask someone else.|1
2 years ago|tim brown|I went buy store closed due to Covid-19.|1
2 years ago|Alan Mendoza Gurrrero|Why do they close at 9:10 pm if the business hour is 9:30 pm?|1
2 years ago|Peter Bougas|Shope there if you re trendy and skinny|1
2 years ago|Timothy Brown|Never went into store just passed by.|1
3 years ago|Anna Nagornaia|This store wins the medal for the worst customer service!|1
4 years ago|Paulina M|You should not be invading my privacy in this manner.|1
3 years ago|Hollywood 1892|Needed a scarf,couldn't find it. COME ON MAN!|1
6 years ago|Andrew Allenwood|Loud music, bright lights, poor selection.|1
2 years ago|Thang Mai|Poorly customer service|1
2 years ago|Ha Ngan Ngo|Awful!!|1
2 years ago|Minh Mai|Bad customer service|1
8 months ago|Ba Poa|Understaffed|1
2 years ago|Ben Ben|Terrible service|1
a year ago|Brendan Beaton|no minions|1
4 years ago|Derek Day||1
3 years ago|Alexandra Rubio Barrientos||1
3 years ago|Brenda Ramírez||1
a year ago|Brandon Stewart||1
a year ago|Jionghao Kang||1
3 years ago|Kaushal Patel||1
3 years ago|Tom Ford||1
2 years ago|Jessica||1
3 years ago|Joyal k Johnson||1
3 years ago|Anu Nair||1
5 years ago|Kathy N||1
4 years ago|Pamela Okrassa||1
a year ago|Hùng Sỹ||1
4 years ago|Imran Pardhan||1
4 years ago|Brandon||1
a year ago|Kris Ob||1
4 years ago|Arjel Rahming||1
2 years ago|Zhi Li||1
4 years ago|Costa Z||1
10 months ago|Rita Nafea||1
8 months ago|Kon EOS||1
3 years ago|Ben Lalonde||1
2 years ago|Taylor Thang||1
a year ago|Sam Ataei||1
3 years ago|houman ebrahimi||1
2 years ago|Naushad Jamal||1
a year ago|Ana Gómez Catllà||1
4 months ago|Gökçe Korkmaz||1
2 years ago|Thang Taylor||1
4 years ago|NT G||1
5 years ago|Spice It||1
4 years ago|Meagan Scott||1
a year ago|Mona Jain||1
4 years ago|Bilal Khurram||1
5 years ago|JvG||1
2 years ago|grunthar sheildcrusher||1
4 years ago|Ben Wendt||1
3 months ago|Melanie D|Great selection compared to other locations. But the customer service is non existent. No greeting or even acknowledgement from staff. The fitting rooms are not private because you can see people in the reflection of the walls.|2
3 months ago|Michaela Nudo|I frequently order and purchase things from H&M, particularly their home line. Yet, I find this location to be a bit of a mess with abrasive employees. I went in for a return and to pick up a couple things. I initially couldn’t find the item I was looking for with no employees in sight besides on cash. Then when I went to make the return (only had the return label as my package was missing the slip) the cashier was quite rude and rushing me and trying to touch the app on my phone to pull up the order QR code despite me doing so quite quickly. When it came to the purchase I was making the one item was partially missing and damaged, I had found it in the sale section without an adjusted price. When I asked what it could be discounted the cashier didn’t give me enough time to explain that additionally to one parting being missing, there were also damages. The manager didn’t even give it the time of day and offered 15% off something that half of which was missing or damaged.|2
a month ago|OtterKat|Usually find what im looking for here but not today. Not much of a sale and im finding quality for mens casual very cheap. I found better quality at Old Navy.|2
a year ago|Arushi Dawar|"I was there just this weekend and got some stuff. When at the register, the guy charged me full price for an item that was on sale. So I had to go back and get that fixed and the person at the counter did not even apologise. What's worst, I go back home and check the same thing again, they forgot to take the big security tag off the cardigan, so I had to go back again the next day. I am at the counter again with my receipt and expressing my disappointment and the guy replies ""Oh well, that's too bad, isn't it"" with no hint or sign of apology.  One of the worst customer service I have ever expereinced. I am not upset because they made a mistake, what upsets me is the fact how certain retail employees talk to people. If you have work in the service industry, better have the correct manners and the right attitude.  And in saying that, I have worked in retail myself and never treated people like this."|2
5 years ago|Bavan S|So if something is shown as $14.99, it might not actually be $14.99. Rather, something else on the same rack. This is frustrating when the real price of the trouser is $29.99.|2
3 years ago|Sarah Justice|The Brown female manager at the Eaton center ,children's section is so rude. She is the most rude manager I ever saw in my life ,and she laughs at customers with other workers,what a horrible customer service at this place I love shopping at. Stay away from that HM the manager is not a kind person.|2
4 years ago|Craig Bernhard|Treated like I was invisible.  Cashiers would rather talk to each other while stuffing my merch in a bag I didn't want and taking my money I won't be giving in the future.  Selection in store was good but chaotic to navigate.|2
3 years ago|Tony Culverwell|Annoying layout if you want to find anything. I was looking for men's slim fit stretchy shorts. Mens shorts were located in at least 5 different parts of the store. I gave up and left not finding what I wanted.|2
5 years ago|Gnomze|The store probably represents one of my personal nightmares. The lights are so bright, there is always load music but it’s not enjoyable, and it tends to attract a very young crowd of teenage girls squealing as they throw around purchases or objects that they cannot afford.|2
4 years ago|Kritika Ganapathy|The music and announcements are so loud in here it feels like they're trying to make it a club. How are you supposed to shop or talk when your brain is being melted by sound?? I honestly feel bad for the sales associates, they're probably suffering hearing damage|2
10 years ago|Ra Him|I'm a huge fan of Joeys back in Alberta because of their food and service (absolutely outstanding customer service at the NE Calgary location).  The joeys here is TERRIBLE.  The same dish I order in Calgary (lobster ravioli) tasted so poorly made...and the service? ....rude & quite frankly demeaning.  The waitress got my friend's order wrong (gave her a chicken pasta instead of veggie pasta), and instead of apologizing, she made it seem like it was my friend's fault and brought the manager over.  He asked why she couldn't *just* eat the chicken!  Will never go back there again, and making sure to tell everyone about my experience.|2
4 years ago|Thiago Vidotto|The music is so loud in this store that I felt stressed. They have good prices and nice staff though.|2
4 years ago|neeluswar|Nothing much appealing, bright lighting loud music, crowded, noisy, not enough room to move, verry hot warm sweaty smells around...|2
3 years ago|Wedian Ibrahim|Low quality products...color fades after washing. Some pants tearing after a couple of times in the laundry|2
10 months ago|Elza Zaza Beneda|Pricey item  and not that quality|2
6 years ago|Amin Gheibi|The quality of clothes is bad but it's a cheap store.|2
4 years ago|Bruce F|Can never find wanted items in stock.|2
4 years ago|Jasdeep Kaur|Not happy with the ambience in the store|2
3 years ago|Kenisha M|Sales rep were no where to be found ...|2
a year ago|Neal Kelly|It's not for me|2
4 years ago|Lokesh Reddy|Very low quality clothing|2
a year ago|Nathalie M|Not enough staff|2
4 years ago|Callum Barnes|Crowded and strange.|2
4 years ago|Guy Goodday|(Translated by Google) No chair for companions ... I'm going out  (Original) Pas de chaise pour les accompagnants ... Je sors|2
3 years ago|Maleeha M.||2
a year ago|Natasha Fernandes||2
4 years ago|A. Rahman||2
4 years ago|Zhendao Tsai||2
4 years ago|Terry G||2
3 years ago|Yusra Quick||2
3 years ago|Vesna Stojic||2
3 months ago|benjamin attorney||2
11 months ago|nainita ghag||2
4 years ago|Jula||2
4 years ago|sundeep lakkaraju||2
3 years ago|Michelle Cowdrey||2
4 years ago|Pinki Laboni Baidya||2
9 months ago|Ahtserhs Pidus||2
a year ago|Ember Lepage||2
4 years ago|T D||2
3 years ago|Christopher Lacroix||2
4 years ago|Xanat Delgado||2
4 years ago|Tony Lobo||2
a year ago|Karan Mehta||2
4 years ago|Farzan Rocha||2
4 years ago|Rem P||2
3 years ago|SIMRAT KAUR||2
3 years ago|Gunavathi Nanneti||2
a year ago|Lakshay Kaushik||2
4 years ago|BrAY bRay||2
9 months ago|Marie Muscat||2
5 years ago|A A||2
4 years ago|Joanne Dwyer||2
4 years ago|Naeim Asgary||2
3 years ago|Ahmad Yousef||2
3 years ago|Monisha Singh||2
2 months ago|Leafar|Excellent prices and nice quality, a good variety of clothes and the sales excellent. The only bad thing is the fitting rooms, they have loose curtains and a lot of people can see you from the mirror.|3
a month ago|Thasan Amir|Great for three levels of Family Shopping. Location is Great for Downtown Customers & Toronto Tourists. Entrance from Street and inside the CF Eaton Centre Mall too. Always College & University students are shopping and all Students get discount too. Also in this H&M location carries Home Decor Items too. Great for Holiday Gifts Shopping too.|3
a week ago|Isac Tsui|Went a long way from horribly managed launch of Comme des Garcons and Lanvin collections back in 2008 and 2010. Not looking forward to more rude staff who are unfamiliar with store policies.|3
a month ago|Tausif Abid|i am giving it a 3 because i am poor xD. this place have a huge option of cloths . but they are no cheap . well it is a brand so what do you expect ?|3
9 months ago|Karen Kryzanowski (Karen K)|Just went to return an item. 20 minutes in line with only 2 people at cash. The cashier was a bit rude..another guy who works their opened up a cash just for one of his buddies in line. How fair was that?? Staff did not look happy to be there.|3
a year ago|Ali Law|The foot traffic was well managed and displays seems well organized and sufficiently spaced. The staff I interacted with were courteous. Really sucks that return of Instacart purchases is store credit only though!|3
4 years ago|RKS|Large store on many levels. Selection for women, men & children clothing and home decorating. Fast-fashion shop so selection turns over pretty quickly. Prices are fair but quality of clothing is quite poor. Don't expect merchandise to last long. Store is clean but not really laid out that well likely do to expansion of size over years. Staff is not very helpful. They seem much more interested in stocking shelves rather than assisting customers.|3
2 years ago|Gricelda Molina|You are not allow to try clothes which is understandable with the Coronavirus but if clothes don't fit you and they are on sale  you don't get return.  You are forced to buy something else even if you don't need anything else or you don't like anything.  Instead at Joe Fresh you can try clothes on and you can buy them and even if they are on sale you get a return. That's why I say caring about the clients in these difficult times.|3
4 years ago|Lena Kaczkan|Great selection of clothes within multiple floors. There is also a home decor section. The staff is friendly and willing to help. Only downfall is that it's busy all the time. Hard to get in to try on clothes. I would give it another star but the line to the fitting room is a big problem.|3
a year ago|Joshua Sampang|Clean environment, kudos to the cleaners, making the store spotless clean! However some merchandiser needs to check their items often, some are being sold even they're broken or missing piece.|3
2 years ago|Andrea|Opened fitting rooms would be great and the home decor is overpriced.|3
4 years ago|Madina Farhad|The customer service is not great. They are not helpful and informative. The curtains in the fitting room is soo dirty and most of them dont close properly.  Most of the room smell like feet. They should definitely do alot of cleaning and improvement in their changing rooms. The store should be at a better standard given its right at the dundas square.|3
3 years ago|Jenny Y|This H&M location is huge, spans several floors and has men's, ladies, kids, and home departments. The clothes are trendy but low quality in terms of material and sewing. Music is blasting and sometimes there are screaming kids running around which makes for a stressful shopping experience. That being said, I'm usually able to find something I like here for a good price, I just have to be prepared to search for it.|3
a year ago|C S|I’d never had a bad experience here until recently.  I was in H&M kids and my autistic brother attempted to hug a mannequins  This man suddenly appeared and looked as though if I hadn’t seen him, he would have taken my brother’s arms and physically stopped him.  If he’s a customer then this is a weird security issue.  If he is an employee I would like to give some advice on handling future issues like this.  1. Without attempting to touch the child, speak to the guardian. Alert them of the situation- they probably didn’t notice. If necessary explain the risks and tell the guardian that the child cannot be doing what they’re doing.  2. If that does not work, alert a security guard to explain it to them again and to tell them that if it happens again they need to leave the store.  3. If they still haven’t kept the child from breaking rules have a security guard escort them from the store.|3
a month ago|Rinky|Quality of women's clothing is declining.|3
6 years ago|Ariel Ho|the sale event are totally worth it!!!! the other day i bought a decent cocktail party dress for about a fifth of its original price, which made my day, haha.  HOWEVER, i really dont like all the lights outside of the store. they are lit ALL DAY LONG, even during the day and late in the night, RIDICULOUS!!!!!!!!! such a waste, imagine what good they could have done with that money ><|3
11 months ago|Dr. Harsh Parikh|Do not have proper supplies. Many items out of stock. Staff don't seems to care or they may understaff. Certainly need more people on the floor|3
3 years ago|Jonathan K|Remember being a kid and hiding inside the clothes racks? That was fun. Now you're old and buying your own inexpensive designer clothes that you dont need. Maybe fashion is more important than the world burning. Hmm. Gentlemen, I shop here when i need xs or small. If you are a bigger gent, I'd not spend too much time. Zara wins on quality. Did you know clothing is huge part of the garbage waste problem. Well, we shouldn't live in such a damn cold place.|3
4 years ago|Archie Kenyon|There are some good clothes here for reasonable prices, but I don't like shopping there. Maybe I'm getting old (43) but I could hardly think with the high volume of the music. It was also hard to find help when I needed it.|3
3 years ago|Jonny Atkins|Man, some of the customers are excellent, wonderful people. Some of them not so much. Sometimes I want to just end it all, but my team keeps me alive :) great clothes... Sometimes...|3
6 years ago|Silvia Oshiro|The staff is always kind and prompt to help you, but every time that I go there I can't find what I was looking for. The product selection is not that good if you compare to similar stores in the same mall. The Yonge & Dundas HMV street store has a better selection than the Eaton Centre's one.|3
2 years ago|Jose Rodriguez|Need to improve signaling to get around the store. Selection is good but couldn't find a single orange kid's t-shirt|3
4 years ago|Wilderness Voice|Not too bad, a bit expensive but not much. But I couldn't find a lot of good & moderate Tshirts there, may be it's just this location though. I'll try another next time.|3
4 years ago|Sreepriya Rajeesh|Amid the mixed reviews, I like the collection here. And the price range is good. Only difficulty is to get the right size. They have less size options.|3
10 years ago|Peter shao|"rude waitress brings out the wrong steak and when i asked  she pats me on.the back and said:"" trust me this is what you are supposed to have."" plates are stone cold, 6 steaks, zero was made right. waited very long for food."|3
3 years ago|Lavern Chambers|I wasn't able to buy anything  why? You have limited clothing  seize. One would think I am in the specialty plus seize...you can do much better!|3
6 years ago|Tiffany Cariaga|Location is large and now has a home decor section.  Great selection however staff is very hard to track down for any sizes|3
2 years ago|Zakir H|Bad return exchange and return policy. Prices not great either. Prefer Zara any day|3
2 years ago|Adel Arsanious|Good price but clothes are more casual than uniform . Good for youth only|3
a year ago|Smitha Muralidharan|Good collection but the prices for few are outrageous|3
6 years ago|Omer Qadri|Quality is average. A lot of variety to make up for the quality. Prices are CHEAP. Long waiting times in the evenings for change rooms and payment|3
4 years ago|David Chudak|Quality has gone down, and prices have gone up - I used to get t-shirts and underwear here, but my last visit left me wondering where the eff I was - I felt like I was in a thrift store, but the prices were Banana Republic - I personally don't like to feel swindled or bamboozled 😂 …|3
3 years ago|Azim M|The outlet is huge but I never ended up buying from their collection unlike other brands in the Eaton Centre.|3
4 years ago|david applebaum|It is a big brand name and so the selection is huge.  They blast the musuc though so you have to yell to be heard.|3
4 years ago|Rica Night|No plus sizes available except online. I did get a nice hat and earrings, though.|3
6 years ago|Amy Chen|"One of the staff member's attitude was pretty horrible- I asked him to get something down for me and he was just like ""sigh, ok. which one."" and then proceeded to work very slowly and act like it was the hardest thing to do."|3
3 years ago|Oleska Prokopovych|Very cheap clothes in price and quality. Also, lots of controversy in their ethical practices.|3
3 years ago|Keri A|On the outside it always looks great but i fund it hard to put together a diverse outfit|3
4 years ago|Mohammad Owlia|Always too big and too crowded to find what you are looking for. The section for men is really small and limited terms of variety.|3
4 years ago|William Hamilton|I think H&M is doing great in terms of style. But quality-wise, I would go Uniqlo over H&M.|3
9 months ago|Martin|Fast fashion has its place.|3
a year ago|Salvatore Furfaro|Cashiers are extremely slow and no staff can be found in the store|3
7 months ago|Leroy Cardozo|Good for summer clothing.|3
10 months ago|Aliaksandr Krasnahira|Not my favorite brand|3
3 years ago|nihal Ahmed|Great style but won’t last you too long|3
4 years ago|Lamont Rutherford II|The price was good, but not sure of quality.|3
4 years ago|Tyrone Wheeler|I am not a big fan of this place, but they have quite a large inventory.|3
8 months ago|Zain Ghazali|Clothes shopping for the Grand daughters.|3
a year ago|Alen Wayne Leung|It has a wide variety of clothing.|3
4 years ago|Ian McKenzie|Not my type of clothing, but a well laid-out store.|3
4 years ago|Amir F|Sometimes you can find good stuff there|3
5 years ago|Dinhu|Good variety, but poor clothes replacement.|3
3 years ago|Maryamm Ashe Shariff|H& M has gotten expensive - the sales arentvthat great now|3
5 years ago|Freya Delong|Big store not very many staff for the size|3
4 years ago|Nicole Young|Is ok New look  great prices|3
7 years ago|Rena Tabata|Great for clothing basics like leggings and tanks.|3
5 years ago|Shoval Solo|Big store and very clean|3
a year ago|Jayesh Haranwala|For good quality clothing|3
4 years ago|Marco Jardim|Only the sale prices Are worth investing your 💰 …|3
4 years ago|saurin patel|Fitting rooms need to be with proper doors|3
2 years ago|Diego Sartori|A good selection of clothes.|3
4 years ago|Dean Oriade|Lacking in creativity and style. Needs an overhaul|3
5 years ago|Rahul Yadav|Variety of options, including quality and cost|3
4 years ago|Darlene Spencley|The security tag was left on my purchase|3
6 years ago|John Rainan|Too crowded but with good prices.|3
4 years ago|Prabhat Kumar Shrivastava|Reasonable clothing for him and her|3
4 years ago|Irfan Peusangan|Pretty ok|3
4 years ago|sheriff balogun|Good collections.good prices|3
a year ago|Marlon Thompson|Good deals|3
a year ago|Raja Chockalingam K (chocklet)|Good|3
3 years ago|Ray H|its ok|3
6 years ago|Salem Shami|I don't like them|3
4 years ago|Ajmery sultana|Great place for shopping|3
3 years ago|Gabby S|Its okay|3
3 years ago|Ewa Paryz|So,so|3
4 years ago|Hamza Alhaidry|Good|3
4 years ago|Veronica Kim|Nicely presented.|3
4 years ago|Karan Modi|It was okay.|3
4 years ago|Tazz Bakker|Budget clothing|3
