,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
12,1632075631973507072,1632075631973507072,1677952127000.0,2023-03-04 18:48:47,+0100,,"@hm your store at Inorbit mall is poorly managed. Staff is not cooperative, rude and does not know their job.they kept standing me for three hours for billing...were not in their counters and did not have details of the products...shame",en,[],[],1409109836466298889,1409109836466298889,RakeshS23325780,Rakesh Sharma,6,18,https://twitter.com/RakeshS23325780/status/1632075631973507072,[],[],0,,False,0,0,0,,@hm,,,,,,,[],,,,
13,1632072453307633665,1632072453307633665,1677951369000.0,2023-03-04 18:36:09,+0100,,@hm share ur mail id . U people r very hard to understand. Despite repeated complaints u r not responding.,en,[],[],870962923388059649,870962923388059649,ShyamCh46938415,Shyam Chaudhary,6,18,https://twitter.com/ShyamCh46938415/status/1632072453307633665,[],[],0,,False,0,0,0,,@hm,,,,,,,[],,,,
14,1632069189497135105,1632069189497135105,1677950591000.0,2023-03-04 18:23:11,+0100,,All H&amp;M fit. I need that sponsorship @hm,en,[],[],1110894209836437504,1110894209836437504,Dusse_Verse,Dominos Pizza Enjoyer,6,18,https://twitter.com/Dusse_Verse/status/1632069189497135105,[],[],0,,False,1,0,0,,@hm,,,,,,,[],,,,
15,1632066646721298436,1632066646721298436,1677949985000.0,2023-03-04 18:13:05,+0100,,@hm really disappointed to be told the item I wanted to return had gone down in price and the store could only refund me the reduced amount :-(,en,[],[],226303306,226303306,LiSsY_____y,Liz,6,18,https://twitter.com/LiSsY_____y/status/1632066646721298436,[],[],0,,False,0,1,0,,@hm,,,,,,,[],,,,
16,1632055124440006657,1632055124440006657,1677947238000.0,2023-03-04 17:27:18,+0100,,H&amp;M Tropical Essentials 2023 @hm @hmphilippines @YouTube featuring #AndreaBrillantes @iamandrea_b   Please engage ⬇️   https://t.co/5nGdGT3BGC  https://t.co/3koUMWpZxe,en,['andreabrillantes'],[],1509913929547276296,1509913929547276296,Ghiannabear,Ghianna's Project,6,17,https://twitter.com/Ghiannabear/status/1632055124440006657,['https://youtube.com/watch?v=DjMb6Y-Eh-s&feature=share'],"['https://pbs.twimg.com/media/FqY5e_5aEAAu_jF.jpg', 'https://pbs.twimg.com/media/FqY5fBmaMAEjrFN.jpg', 'https://pbs.twimg.com/media/FqY5e_5aMAAXYQM.jpg']",1,https://pbs.twimg.com/media/FqY5e_5aEAAu_jF.jpg,False,12,0,6,,@hm,,,,,,,[],,,,
17,1632053976735547394,1632053976735547394,1677946964000.0,2023-03-04 17:22:44,+0100,,#HandM @hm @hmphilippines Tropical Essentials 2023 @youtube featuring #AndreaBrillantes @iamandrea_b   Please engage ⬇️   https://t.co/Mf2Sap2cEs…  https://t.co/MrohKWp3hL,en,"['handm', 'andreabrillantes']",[],1424713307257245699,1424713307257245699,CciDreaofc,CciDrea Official || ❤️ ||,6,17,https://twitter.com/CciDreaofc/status/1632053976735547394,['http://youtube.com/watch?v=DjMb6Y'],['https://pbs.twimg.com/media/FqY4cC4aYAA6PxY.jpg'],1,https://pbs.twimg.com/media/FqY4cC4aYAA6PxY.jpg,False,26,0,8,,@hm,,,,,,,[],,,,
18,1632053541102813184,1632053541102813184,1677946860000.0,2023-03-04 17:21:00,+0100,,#AndreaBrillantes for @hm @hmphilippines Tropical Essentials 2023  https://t.co/UeDWXdcceL via @YouTube  https://t.co/RG85wcKfhz,ca,['andreabrillantes'],[],1551431679243198464,1551431679243198464,Maze4CciDrea,Maze4CciDrea,6,17,https://twitter.com/Maze4CciDrea/status/1632053541102813184,['https://youtu.be/DjMb6Y-Eh-s'],['https://pbs.twimg.com/media/FqY4C0EaIAArjnt.jpg'],1,https://pbs.twimg.com/media/FqY4C0EaIAArjnt.jpg,False,9,0,5,,@hm,,,,,,,[],,,,
19,1632041026050224130,1304429354412367872,1677943877000.0,2023-03-04 16:31:17,+0100,,@hm @morgreynolds Hi will the 1068743005 be restocked anytime soon ?,en,[],[],1470493593018290179,1470493593018290179,Aamiraaa05,A a m i r a 🐙,6,16,https://twitter.com/Aamiraaa05/status/1632041026050224130,[],[],0,,False,0,1,0,,@hm,,,,,,,"[{'screen_name': 'hm', 'name': 'H&M', 'id': '14399483'}, {'screen_name': 'morgreynolds', 'name': 'Morgan', 'id': '495389879'}]",,,,
20,1632036818077249536,1632036818077249536,1677942873000.0,2023-03-04 16:14:33,+0100,,@hm @hmphilippines Tropical Essentials 2023 @youtube featuring #AndreaBrillantes @iamandrea_b   Please engage ⬇️   https://t.co/oAPS6Cr5RO  https://t.co/ziRxF63EZU,en,['andreabrillantes'],[],1424713307257245699,1424713307257245699,CciDreaofc,CciDrea Official || ❤️ ||,6,16,https://twitter.com/CciDreaofc/status/1632036818077249536,['https://youtube.com/watch?v=DjMb6Y-Eh-s&feature=share'],['https://pbs.twimg.com/media/FqYo1S8agAAVBdS.jpg'],1,https://pbs.twimg.com/media/FqYo1S8agAAVBdS.jpg,False,3,0,2,,@hm,,,,,,,[],,,,
21,1632036442493837314,1632036442493837314,1677942784000.0,2023-03-04 16:13:04,+0100,,@hm je peux savoir pourquoi vous avez vidé mes favoris ?,fr,[],[],1186618322000986113,1186618322000986113,onime_ann,Onime Ann,6,16,https://twitter.com/onime_ann/status/1632036442493837314,[],[],0,,False,0,0,0,,@hm,,,,,,,[],,,,
22,1632017417961365504,1632017417961365504,1677938248000.0,2023-03-04 14:57:28,+0100,,"@hm Hi there, I ordered 2 items from you on the 28th and supposedly delivered by today. The order tracker says it hasn't even been dispatched yet and the post for today has already been delivered. could you give me an update?",en,[],[],1352222495068270596,1352222495068270596,tuppb002,Ben,6,14,https://twitter.com/tuppb002/status/1632017417961365504,[],[],0,,False,0,1,0,,@hm,,,,,,,[],,,,
23,1632015378372263936,1632015378372263936,1677937762000.0,2023-03-04 14:49:22,+0100,,@hm return Page is not working  https://t.co/C3rIkZ11JO,en,[],[],1411228205554429954,1411228205554429954,Prajapati0870,Pankaj Prajapati,6,14,https://twitter.com/Prajapati0870/status/1632015378372263936,[],['https://pbs.twimg.com/media/FqYVVaUaAAAo0Dq.jpg'],1,https://pbs.twimg.com/media/FqYVVaUaAAAo0Dq.jpg,False,0,0,0,,@hm,,,,,,,[],,,,
24,1632008703409881089,1632003849903828992,1677936170000.0,2023-03-04 14:22:50,+0100,,@nickdlf @hm @EyeEm @hmunitedkingdom #receipts,qme,['receipts'],[],28927318,28927318,amydelaforce,Amy de la Force,6,14,https://twitter.com/amydelaforce/status/1632008703409881089,[],[],0,,False,0,0,0,,@hm,,,,,,,"[{'screen_name': 'nickdlf', 'name': 'Nick de la Force', 'id': '17584281'}, {'screen_name': 'hm', 'name': 'H&M', 'id': '14399483'}, {'screen_name': 'EyeEm', 'name': 'EyeEm', 'id': '103615194'}, {'screen_name': 'hmunitedkingdom', 'name': 'H&M United Kingdom', 'id': '93839201'}]",,,,
25,1632006712713523202,1632006712713523202,1677935696000.0,2023-03-04 14:14:56,+0100,,@hm eungggh(–˛ — º),in,[],[],1323221041900974082,1323221041900974082,haeeseung,HS.,6,14,https://twitter.com/haeeseung/status/1632006712713523202,[],[],0,,False,0,0,0,https://twitter.com/POCKYPILLS/status/1632004177969950721,@hm,,,,,,,[],,,,
26,1632004755319914498,1632004755319914498,1677935229000.0,2023-03-04 14:07:09,+0100,, https://t.co/YSo8ZlGXaH NO ME VES | @marinareche_ Una película de @phoskifilms  Dirigido por @paumateusaez Director de Fotografía @BorjaArribasMar  Con  @andresgoiburu @xavibochino @omaralcaide Sponsored by @Viceroyoficial Agradecimientos @hm  https://t.co/HcZ6En8hxb,es,[],[],1167382924641132545,1167382924641132545,cloudsdesignss,ivn.png 🇮🇨,6,14,https://twitter.com/cloudsdesignss/status/1632004755319914498,['https://www.instagram.com/p/CpXiO2OjM2X/?igshid=MDJmNzVkMjY='],['https://pbs.twimg.com/media/FqYLrP8XwAAu1Wj.jpg'],1,https://pbs.twimg.com/media/FqYLrP8XwAAu1Wj.jpg,False,3,0,1,,@hm,,,,,,,[],,,,
27,1632003849903828992,1632003849903828992,1677935013000.0,2023-03-04 14:03:33,+0100,,"Sooooo today, my husband @nickdlf discovered that he and I are on a @hm t-shirt.   In related news, this is how easy it is for fast fashion retailers to buy stock photography, turn it into a product, and not credit the original artist.    https://t.co/cxtjIBoiiK  https://t.co/j72QBSfD06",en,[],[],28927318,28927318,amydelaforce,Amy de la Force,6,14,https://twitter.com/amydelaforce/status/1632003849903828992,['https://www2.hm.com/en_gb/productpage.0684021184.html'],"['https://pbs.twimg.com/media/FqYKlHBXgAkTz_Q.png', 'https://pbs.twimg.com/media/FqYKlI1X0AInV60.png']",1,https://pbs.twimg.com/media/FqYKlHBXgAkTz_Q.png,False,7,0,1,,@hm,,,,,,,[],,,,
28,1631999611802902528,1631999611802902528,1677934003000.0,2023-03-04 13:46:43,+0100,,Guess the crisis really put Sri Lanka on the map   Here's a sweater from H&amp;M Indian @hm with sinhalese script - about Coca Cola  https://t.co/Y7wqy6ZOrM,en,[],[],3232411561,3232411561,ReginaDulanjali,Regina Dulanjali,6,13,https://twitter.com/ReginaDulanjali/status/1631999611802902528,[],"['https://pbs.twimg.com/media/FqYG9P2X0AMG0KL.jpg', 'https://pbs.twimg.com/media/FqYG-tHWwAA-sZv.jpg']",1,https://pbs.twimg.com/media/FqYG9P2X0AMG0KL.jpg,False,3,0,0,,@hm,,,,,,,[],,,,
29,1631999355023691781,1631999355023691781,1677933941000.0,2023-03-04 13:45:41,+0100,,"Hi @hm @ZARA   Pls make clothes for women wearing regular bra(s). Not all women wear body tapes.  Sincerely, K thx",en,[],[],1507110213182111749,1507110213182111749,MadhuraRanade4,madhuuura,6,13,https://twitter.com/MadhuraRanade4/status/1631999355023691781,[],[],0,,False,0,0,0,,@hm,,,,,,,[],,,,
30,1631987187351945216,1631987187351945216,1677931040000.0,2023-03-04 12:57:20,+0100,,Now at  https://t.co/dE0PSIzXjA #fashion #style @ZALORA @Mango @hm @Burberry @ZARA  #subscribe #youtubeshorts  https://t.co/yTaOdoKt2n,en,"['fashion', 'style', 'subscribe', 'youtubeshorts']",[],811469590945370112,811469590945370112,CGLivinInLove,Catherine Grace,6,12,https://twitter.com/CGLivinInLove/status/1631987187351945216,['https://youtube.com/shorts/oESuvQTH8H8?feature=share'],[],1,https://pbs.twimg.com/ext_tw_video_thumb/1631987117797822467/pu/img/e-5FveKREY8vUFgQ.jpg,False,0,0,0,,@hm,,,,,,,[],,,,
31,1631948042910957568,1631948042910957568,1677921708000.0,2023-03-04 10:21:48,+0100,,looking for TDS2 or Phantom fits? 😂  @hm  gotchu  https://t.co/HESD7raNAS,en,[],[],1268785652063023104,1268785652063023104,wntrschae,`m 📚,6,10,https://twitter.com/wntrschae/status/1631948042910957568,[],"['https://pbs.twimg.com/media/FqXXHnoaQAECpOa.jpg', 'https://pbs.twimg.com/media/FqXX20ZagAEXIoy.jpg', 'https://pbs.twimg.com/media/FqXX6V-aIAA6dF5.jpg']",1,https://pbs.twimg.com/media/FqXXHnoaQAECpOa.jpg,False,0,0,0,,@hm,,,,,,,[],,,,
32,1631940237214769153,1631940237214769153,1677919847000.0,2023-03-04 09:50:47,+0100,,春の訪れを楽しみに、ピンクを纏う🌸🍡🍵 そろそろ一番大好きな季節がやってくる‼︎ #HMStudio @hmjapan @hm   年に2回発表される #HM の最もハイエンドなコレクション。 今シーズンも、トレンドをリードするデザインばかり。  https://t.co/0UMX1iajQu,ja,"['hmstudio', 'hm']",[],256500334,256500334,supercupmatcha,MATCHA,6,09,https://twitter.com/supercupmatcha/status/1631940237214769153,[],['https://pbs.twimg.com/media/FqXQ-btagAA4rh3.jpg'],1,https://pbs.twimg.com/media/FqXQ-btagAA4rh3.jpg,False,1,1,0,,@hm,,,,,,,[],,,,
33,1631930576285634560,1631930576285634560,1677917543000.0,2023-03-04 09:12:23,+0100,,自社ブランド以外の古着回収をしてくれるのでよく利用しています。子の服を買うときにクーポン使わせていただいてます。  #古着回収　#リサイクル　  H&amp;M、古着回収サービスの紙製クーポンをデジタルクーポンへと完全移行 @hm  https://t.co/N4Y8nVzE0L,ja,"['古着回収', 'リサイクル']",[],1604263725795774465,1604263725795774465,minimal_us,うみそら/日々是好日,6,09,https://twitter.com/minimal_us/status/1631930576285634560,['https://about.hm.com/ja_jp/news/general-2021/hm-garment-collecting-digital-coupon.html'],[],0,,False,0,0,0,,@hm,,,,,,,[],,,,
34,1631916443267739649,1631750675246841870,1677914174000.0,2023-03-04 08:16:14,+0100,,@HManyora @HM you are always against any move by @WilliamsRuto and his team.  Si uone mazuri ata siku moja?,en,[],[],1438203966794473477,1438203966794473477,SilasKoros64,Silas Koros,6,08,https://twitter.com/SilasKoros64/status/1631916443267739649,[],[],0,,False,0,0,0,,@hm,,,,,,,"[{'screen_name': 'HManyora', 'name': 'Herman Manyora', 'id': '2353357314'}]",,,,
35,1631908879931150338,1631908879931150338,1677912371000.0,2023-03-04 07:46:11,+0100,,@hm @hm_custserv   my wishlist has suddenly vanished. It was there till yesterday and then last night all of a sudden it's gone.  One curates their wishlist so that they can get things slowly and now all of a sudden it's not there.  Help.,en,[],[],731593575796985857,731593575796985857,aadya_chopra,Aadya Chopra,6,07,https://twitter.com/aadya_chopra/status/1631908879931150338,[],[],0,,False,0,0,0,,@hm,,,,,,,[],,,,
36,1631897450612166656,1631897450612166656,1677909646000.0,2023-03-04 07:00:46,+0100,,@hm *cuek*,in,[],[],893254960074194944,893254960074194944,baejinin,"Pengelana, Skye.",6,07,https://twitter.com/baejinin/status/1631897450612166656,[],[],0,,False,0,0,0,https://twitter.com/atTongkrongan/status/1631896430565523459,@hm,,,,,,,[],,,,
37,1631888853572386816,1630565142541873152,1677907596000.0,2023-03-04 06:26:36,+0100,,@Maheshverma76 @DMKanpur @CommissionerKnp @kanpurnagarpol @JagranNews @DainikBhaskar @abplive @kanpurtak @PMOIndia @myogiadityanath @RakeshSachan_ @BJP4Abhijeet @HMOIndia @hm सबसे ज्यादा भ्रष्टाचार नरवल तहसील में है,hi,[],[],1499271695554969600,1499271695554969600,ManishG64431836,Manish Gupta,6,06,https://twitter.com/ManishG64431836/status/1631888853572386816,[],[],0,,False,0,0,0,,@hm,,,,,,,"[{'screen_name': 'Maheshverma76', 'name': 'Mahesh verma', 'id': '1010899766253780992'}, {'screen_name': 'DMKanpur', 'name': 'DM Kanpur Nagar', 'id': '117338519'}, {'screen_name': 'CommissionerKnp', 'name': 'Commissioner Kanpur', 'id': '1159797056011026432'}, {'screen_name': 'kanpurnagarpol', 'name': 'POLICE COMMISSIONERATE KANPUR NAGAR', 'id': '712246765731205120'}, {'screen_name': 'JagranNews', 'name': 'Dainik Jagran', 'id': '64639742'}, {'screen_name': 'DainikBhaskar', 'name': 'Dainik Bhaskar', 'id': '67378160'}, {'screen_name': 'abplive', 'name': 'ABP LIVE', 'id': '333888813'}, {'screen_name': 'kanpurtak', 'name': 'Newslive 24x7', 'id': '1251843998307753992'}, {'screen_name': 'PMOIndia', 'name': 'PMO India', 'id': '471741741'}, {'screen_name': 'myogiadityanath', 'name': 'Yogi Adityanath', 'id': '3437532637'}, {'screen_name': 'RakeshSachan_', 'name': 'राकेश सचान', 'id': '1056801118758481921'}, {'screen_name': 'BJP4Abhijeet', 'name': 'MLA Abhijeet Singh Sanga', 'id': '754624167622959104'}, {'screen_name': 'HMOIndia', 'name': 'गृहमंत्री कार्यालय, HMO India', 'id': '2541363451'}, {'screen_name': 'hm', 'name': 'H&M', 'id': '14399483'}]",,,,
38,1631866777142476802,1631851960973381634,1677902332000.0,2023-03-04 04:58:52,+0100,,@AttackOnTitanEN Eren came through with that new drip from @HotTopic and @hm,en,[],[],417317920,417317920,iamazazus,Azazus,6,04,https://twitter.com/iamazazus/status/1631866777142476802,[],[],0,,False,0,0,0,,@hm,,,,,,,"[{'screen_name': 'AttackOnTitanEN', 'name': 'Attack on Titan', 'id': '1503903622089744388'}]",,,,
39,1631860199249293318,1631860199249293318,1677900764000.0,2023-03-04 04:32:44,+0100,,"@hm what kind of service do you have ? I have been delivered a wrong  product and without the tag, i have been calling for past three week spoken to three different and none of them was able to resolve the issue. Deliver agent refuse to take because no tag.",en,[],[],2156008472,2156008472,DivyaKarki3,Indu Karki,6,04,https://twitter.com/DivyaKarki3/status/1631860199249293318,[],[],0,,False,0,1,0,,@hm,,,,,,,[],,,,
40,1631839704252293122,1631417880729337861,1677895878000.0,2023-03-04 03:11:18,+0100,,@ArtSoulLife @vogue @hm @voguemagazine Appreciate you brother! 🫶🏾,en,[],[],158832446,158832446,realjstdavid,JST DAVID,6,03,https://twitter.com/realjstdavid/status/1631839704252293122,[],[],0,,False,0,0,0,,@hm,,,,,,,"[{'screen_name': 'ArtSoulLife', 'name': 'Poppa Soul', 'id': '19102857'}, {'screen_name': 'vogue', 'name': 'Vogue Global Network', 'id': '105243154'}, {'screen_name': 'hm', 'name': 'H&M', 'id': '14399483'}, {'screen_name': 'voguemagazine', 'name': 'Vogue Magazine', 'id': '136361303'}]",,,,
41,1631832518726135808,1628007508794314753,1677894165000.0,2023-03-04 02:42:45,+0100,,@CorePlus_Org #coreplus Good project @ABCPolitics @hm,en,['coreplus'],[],1599737421700116480,1599737421700116480,nguyenleader78,Nở Nguyễn,6,02,https://twitter.com/nguyenleader78/status/1631832518726135808,[],[],0,,False,0,0,0,,@hm,,,,,,,"[{'screen_name': 'CorePlus_Org', 'name': 'Core Plus', 'id': '1627986614185234432'}]",,,,
42,1631832447146143746,1631832447146143746,1677894148000.0,2023-03-04 02:42:28,+0100,,#coreplus Good project @ABCPolitics @hm,en,['coreplus'],[],1599737421700116480,1599737421700116480,nguyenleader78,Nở Nguyễn,6,02,https://twitter.com/nguyenleader78/status/1631832447146143746,[],[],0,,False,0,0,0,https://twitter.com/CorePlus_Org/status/1628007508794314753,@hm,,,,,,,[],,,,
43,1631816549228072961,1631417880729337861,1677890357000.0,2023-03-04 01:39:17,+0100,,@realjstdavid @vogue @hm @voguemagazine Congratulations my man!,en,[],[],19102857,19102857,ArtSoulLife,Poppa Soul,6,01,https://twitter.com/ArtSoulLife/status/1631816549228072961,[],[],0,,False,1,1,0,,@hm,,,,,,,"[{'screen_name': 'realjstdavid', 'name': 'JST DAVID', 'id': '158832446'}, {'screen_name': 'vogue', 'name': 'Vogue Global Network', 'id': '105243154'}, {'screen_name': 'hm', 'name': 'H&M', 'id': '14399483'}, {'screen_name': 'voguemagazine', 'name': 'Vogue Magazine', 'id': '136361303'}]",,,,
44,1631814354394906624,1631814354394906624,1677889834000.0,2023-03-04 01:30:34,+0100,,@hm really lost my clothes for my nana bean’s funeral …. They delivered me some guys clothes that’s supposed to go to phoenix … I’m annoyed …I need my clothes now 🥲,en,[],[],230018407,230018407,browngoddesss,🦋 𝘫𝘢𝘴𝘴 🦋,6,01,https://twitter.com/browngoddesss/status/1631814354394906624,[],[],0,,False,0,1,0,,@hm,,,,,,,[],,,,
45,1631807194017546240,1631417880729337861,1677888127000.0,2023-03-04 01:02:07,+0100,,@LyndsiLambert @vogue @hm @voguemagazine Lyndsi!! Thank you so much! 🫶🏾🫶🏾🫶🏾,en,[],[],158832446,158832446,realjstdavid,JST DAVID,6,01,https://twitter.com/realjstdavid/status/1631807194017546240,[],[],0,,False,0,0,0,,@hm,,,,,,,"[{'screen_name': 'LyndsiLambert', 'name': 'Lyndsi Lambert', 'id': '884907577'}, {'screen_name': 'vogue', 'name': 'Vogue Global Network', 'id': '105243154'}, {'screen_name': 'hm', 'name': 'H&M', 'id': '14399483'}, {'screen_name': 'voguemagazine', 'name': 'Vogue Magazine', 'id': '136361303'}]",,,,
46,1631806569695330305,1631803935265570817,1677887978000.0,2023-03-04 00:59:38,+0100,,@hm  https://t.co/tjuLk0gusl,qme,[],[],1554173833522937856,1554173833522937856,thegirIinIust,༺ᴛ༻,6,00,https://twitter.com/thegirIinIust/status/1631806569695330305,[],"['https://pbs.twimg.com/media/FqVXbMPX0AAu8KE.jpg', 'https://pbs.twimg.com/media/FqVXbMWWYAAd1Hr.jpg', 'https://pbs.twimg.com/media/FqVXbMOX0AIF7jS.jpg']",1,https://pbs.twimg.com/media/FqVXbMPX0AAu8KE.jpg,False,0,1,0,,@hm,,,,,,,[],,,,
